subject,experiment,task_type,trial_number,target_pair_type,target_pair_condition,target_triad_index,response_correct,response_time
18,3b,explicit_direct,19,BC,intermixed,5,correct,1178
18,3b,explicit_direct,20,BC,blocked,2,correct,1872
18,3b,explicit_direct,21,BC,blocked,3,correct,1462
18,3b,explicit_direct,22,BC,blocked,1,correct,1163
18,3b,explicit_direct,23,AB,blocked,2,correct,2446
18,3b,explicit_direct,24,AB,intermixed,6,correct,967
19,3b,speeded_recognition,1,AB,intermixed,4,correct,1750
19,3b,speeded_recognition,2,AB,blocked,3,correct,2095
19,3b,speeded_recognition,3,AC,intermixed,6,incorrect,1749
19,3b,speeded_recognition,4,BC,blocked,2,correct,1530
19,3b,speeded_recognition,5,AC,intermixed,6,incorrect,1659
19,3b,speeded_recognition,6,BC,blocked,3,N/A,N/A
19,3b,speeded_recognition,7,foil,intermixed,N/A,incorrect,2647
19,3b,speeded_recognition,8,AB,blocked,1,correct,1796
19,3b,speeded_recognition,9,BC,intermixed,6,correct,2444
19,3b,speeded_recognition,10,foil,intermixed,N/A,incorrect,2566
19,3b,speeded_recognition,11,AC,blocked,3,incorrect,1664
19,3b,speeded_recognition,12,BC,intermixed,6,correct,1571
19,3b,speeded_recognition,13,foil,blocked,N/A,incorrect,1454
19,3b,speeded_recognition,14,AC,blocked,1,N/A,N/A
19,3b,speeded_recognition,15,BC,intermixed,4,N/A,N/A
19,3b,speeded_recognition,16,foil,intermixed,N/A,N/A,N/A
19,3b,speeded_recognition,17,AC,blocked,3,incorrect,1933
19,3b,speeded_recognition,18,BC,intermixed,5,N/A,N/A
19,3b,speeded_recognition,19,foil,blocked,N/A,incorrect,1527
19,3b,speeded_recognition,20,foil,blocked,N/A,incorrect,1243
19,3b,speeded_recognition,21,AC,intermixed,5,correct,1647
19,3b,speeded_recognition,22,AC,blocked,2,incorrect,2572
19,3b,speeded_recognition,23,BC,intermixed,5,correct,3242
19,3b,speeded_recognition,24,foil,intermixed,N/A,incorrect,2014
19,3b,speeded_recognition,25,BC,blocked,3,correct,1853
19,3b,speeded_recognition,26,foil,blocked,N/A,incorrect,3072
19,3b,speeded_recognition,27,BC,intermixed,4,correct,1327
19,3b,speeded_recognition,28,AB,blocked,1,correct,2166
19,3b,speeded_recognition,29,AB,intermixed,4,correct,1169
19,3b,speeded_recognition,30,foil,blocked,N/A,incorrect,1361
19,3b,speeded_recognition,31,AC,blocked,2,incorrect,1299
19,3b,speeded_recognition,32,AC,intermixed,5,incorrect,1798
19,3b,speeded_recognition,33,foil,intermixed,N/A,incorrect,1801
19,3b,speeded_recognition,34,AB,blocked,2,correct,1889
19,3b,speeded_recognition,35,foil,blocked,N/A,incorrect,1135
19,3b,speeded_recognition,36,AB,intermixed,6,correct,1554
19,3b,speeded_recognition,37,AB,blocked,3,correct,1537
19,3b,speeded_recognition,38,foil,intermixed,N/A,incorrect,1607
19,3b,speeded_recognition,39,AC,intermixed,4,incorrect,1596
19,3b,speeded_recognition,40,BC,blocked,1,correct,1359
19,3b,speeded_recognition,41,AB,intermixed,5,correct,1506
19,3b,speeded_recognition,42,AB,blocked,2,correct,1525
19,3b,speeded_recognition,43,AC,intermixed,4,incorrect,1391
19,3b,speeded_recognition,44,BC,blocked,1,correct,1533
19,3b,speeded_recognition,45,AB,intermixed,6,correct,1326
19,3b,speeded_recognition,46,BC,blocked,2,correct,1567
19,3b,speeded_recognition,47,AB,intermixed,5,correct,1630
19,3b,speeded_recognition,48,AC,blocked,1,incorrect,1221
19,3b,explicit_inference,1,AC,blocked,3,correct,4451
19,3b,explicit_inference,2,AC,intermixed,4,correct,2124
19,3b,explicit_inference,3,AC,intermixed,5,correct,1761
19,3b,explicit_inference,4,AC,blocked,1,incorrect,2332
19,3b,explicit_inference,5,AC,blocked,2,correct,1782
19,3b,explicit_inference,6,AC,intermixed,6,incorrect,2160
19,3b,explicit_inference,7,AC,blocked,1,incorrect,2348
19,3b,explicit_inference,8,AC,intermixed,5,correct,1838
19,3b,explicit_inference,9,AC,intermixed,6,correct,1956
19,3b,explicit_inference,10,AC,blocked,2,incorrect,1165
19,3b,explicit_inference,11,AC,intermixed,4,correct,1633
19,3b,explicit_inference,12,AC,blocked,3,correct,3500
19,3b,explicit_direct,1,BC,blocked,3,correct,2822
19,3b,explicit_direct,2,AB,intermixed,4,incorrect,2485
19,3b,explicit_direct,3,BC,intermixed,5,correct,2638
19,3b,explicit_direct,4,AB,blocked,2,correct,2158
19,3b,explicit_direct,5,BC,intermixed,6,incorrect,1710
19,3b,explicit_direct,6,BC,blocked,2,correct,3001
19,3b,explicit_direct,7,BC,blocked,1,incorrect,2148
19,3b,explicit_direct,8,BC,intermixed,6,correct,1698
19,3b,explicit_direct,9,AB,blocked,1,incorrect,1734
19,3b,explicit_direct,10,BC,intermixed,5,correct,1601
19,3b,explicit_direct,11,BC,blocked,3,incorrect,1760
19,3b,explicit_direct,12,AB,intermixed,4,correct,2184
19,3b,explicit_direct,13,AB,blocked,2,incorrect,1765
19,3b,explicit_direct,14,AB,blocked,3,incorrect,1732
19,3b,explicit_direct,15,AB,intermixed,6,incorrect,2647
19,3b,explicit_direct,16,AB,intermixed,5,correct,1507
19,3b,explicit_direct,17,AB,blocked,1,correct,1140
19,3b,explicit_direct,18,BC,intermixed,4,incorrect,5988
19,3b,explicit_direct,19,AB,blocked,3,incorrect,2609
19,3b,explicit_direct,20,AB,intermixed,6,incorrect,1326
19,3b,explicit_direct,21,BC,intermixed,4,incorrect,2480
19,3b,explicit_direct,22,BC,blocked,1,correct,1845
19,3b,explicit_direct,23,BC,blocked,2,correct,3022
19,3b,explicit_direct,24,AB,intermixed,5,correct,1399
20,3b,speeded_recognition,1,BC,blocked,2,correct,1321
20,3b,speeded_recognition,2,AB,intermixed,5,incorrect,1145
20,3b,speeded_recognition,3,BC,blocked,2,correct,1207
20,3b,speeded_recognition,4,BC,intermixed,5,incorrect,1128
20,3b,speeded_recognition,5,foil,intermixed,N/A,correct,1046
20,3b,speeded_recognition,6,BC,intermixed,6,incorrect,1270
20,3b,speeded_recognition,7,foil,intermixed,N/A,correct,1168
20,3b,speeded_recognition,8,AC,blocked,2,incorrect,991
20,3b,speeded_recognition,9,AB,intermixed,6,correct,1656
20,3b,speeded_recognition,10,AB,blocked,2,incorrect,1007
20,3b,speeded_recognition,11,AC,intermixed,6,incorrect,1101
20,3b,speeded_recognition,12,AC,blocked,3,correct,1479
20,3b,speeded_recognition,13,AB,intermixed,4,correct,1407
20,3b,speeded_recognition,14,foil,blocked,N/A,correct,2135
20,3b,speeded_recognition,15,AC,blocked,1,incorrect,1279
20,3b,speeded_recognition,16,AB,intermixed,6,correct,1238
20,3b,speeded_recognition,17,AC,blocked,1,correct,1801
20,3b,speeded_recognition,18,BC,intermixed,4,incorrect,1376
20,3b,speeded_recognition,19,AC,blocked,3,correct,1864
20,3b,speeded_recognition,20,foil,intermixed,N/A,correct,2263
20,3b,speeded_recognition,21,AB,blocked,1,correct,1104
20,3b,speeded_recognition,22,AC,intermixed,5,correct,1088
20,3b,speeded_recognition,23,BC,blocked,1,correct,1184
20,3b,speeded_recognition,24,AC,intermixed,6,correct,1432
20,3b,speeded_recognition,25,foil,intermixed,N/A,incorrect,895
20,3b,speeded_recognition,26,BC,blocked,1,correct,1640
20,3b,speeded_recognition,27,foil,blocked,N/A,incorrect,1719
20,3b,speeded_recognition,28,BC,blocked,3,correct,1857
20,3b,speeded_recognition,29,foil,blocked,N/A,correct,1159
20,3b,speeded_recognition,30,AC,intermixed,4,correct,1057
20,3b,speeded_recognition,31,foil,blocked,N/A,incorrect,1423
20,3b,speeded_recognition,32,BC,intermixed,4,incorrect,1023
20,3b,speeded_recognition,33,AB,blocked,1,correct,920
20,3b,speeded_recognition,34,BC,intermixed,6,correct,1336
20,3b,speeded_recognition,35,AB,blocked,3,correct,1272
20,3b,speeded_recognition,36,foil,intermixed,N/A,correct,1559
20,3b,speeded_recognition,37,AB,blocked,2,correct,1129
20,3b,speeded_recognition,38,AB,intermixed,5,correct,1360
20,3b,speeded_recognition,39,AB,blocked,3,correct,1432
20,3b,speeded_recognition,40,AB,intermixed,4,correct,950
20,3b,speeded_recognition,41,BC,blocked,3,correct,1048
20,3b,speeded_recognition,42,BC,intermixed,5,correct,1039
20,3b,speeded_recognition,43,foil,blocked,N/A,correct,1142
20,3b,speeded_recognition,44,foil,intermixed,N/A,correct,1568
20,3b,speeded_recognition,45,AC,intermixed,4,correct,1735
20,3b,speeded_recognition,46,foil,blocked,N/A,correct,1999
20,3b,speeded_recognition,47,AC,blocked,2,incorrect,1072
20,3b,speeded_recognition,48,AC,intermixed,5,correct,1126
20,3b,explicit_inference,1,AC,intermixed,5,incorrect,1745
20,3b,explicit_inference,2,AC,intermixed,6,correct,2337
20,3b,explicit_inference,3,AC,blocked,3,correct,1950
20,3b,explicit_inference,4,AC,intermixed,5,incorrect,1764
20,3b,explicit_inference,5,AC,blocked,2,correct,2713
20,3b,explicit_inference,6,AC,intermixed,4,incorrect,1554
20,3b,explicit_inference,7,AC,blocked,1,correct,2114
20,3b,explicit_inference,8,AC,blocked,3,correct,1821
20,3b,explicit_inference,9,AC,blocked,1,correct,1870
20,3b,explicit_inference,10,AC,intermixed,4,incorrect,2034
20,3b,explicit_inference,11,AC,intermixed,6,incorrect,2285
20,3b,explicit_inference,12,AC,blocked,2,correct,1177
20,3b,explicit_direct,1,AB,blocked,1,correct,1660
20,3b,explicit_direct,2,AB,intermixed,4,correct,2586
20,3b,explicit_direct,3,AB,intermixed,5,incorrect,2849
20,3b,explicit_direct,4,BC,intermixed,6,correct,2589
20,3b,explicit_direct,5,BC,blocked,1,correct,1466
20,3b,explicit_direct,6,BC,blocked,2,correct,1673
20,3b,explicit_direct,7,AB,intermixed,6,correct,1473
20,3b,explicit_direct,8,AB,intermixed,4,correct,1246
20,3b,explicit_direct,9,AB,blocked,3,correct,1286
20,3b,explicit_direct,10,BC,blocked,1,correct,1668
20,3b,explicit_direct,11,BC,intermixed,4,correct,2196
20,3b,explicit_direct,12,BC,blocked,2,correct,1304
20,3b,explicit_direct,13,AB,intermixed,5,correct,1554
20,3b,explicit_direct,14,BC,blocked,3,correct,1281
20,3b,explicit_direct,15,BC,intermixed,4,incorrect,1802
20,3b,explicit_direct,16,AB,blocked,1,correct,1574
20,3b,explicit_direct,17,BC,intermixed,6,correct,2032
20,3b,explicit_direct,18,AB,blocked,2,correct,2996
20,3b,explicit_direct,19,AB,intermixed,6,correct,1546
20,3b,explicit_direct,20,BC,blocked,3,correct,1220
20,3b,explicit_direct,21,BC,intermixed,5,correct,1395
20,3b,explicit_direct,22,AB,blocked,2,correct,1889
20,3b,explicit_direct,23,AB,blocked,3,correct,1287
20,3b,explicit_direct,24,BC,intermixed,5,correct,1304
21,3b,speeded_recognition,1,AB,blocked,2,incorrect,1218
21,3b,speeded_recognition,2,foil,blocked,N/A,incorrect,1289
21,3b,speeded_recognition,3,AC,intermixed,4,incorrect,1445
21,3b,speeded_recognition,4,AB,blocked,1,correct,1248
21,3b,speeded_recognition,5,BC,intermixed,5,incorrect,1427
21,3b,speeded_recognition,6,foil,blocked,N/A,incorrect,811
21,3b,speeded_recognition,7,AC,intermixed,5,incorrect,1097
21,3b,speeded_recognition,8,AC,blocked,3,incorrect,1074
21,3b,speeded_recognition,9,foil,intermixed,N/A,incorrect,791
21,3b,speeded_recognition,10,BC,intermixed,4,incorrect,553
21,3b,speeded_recognition,11,BC,blocked,3,correct,447
21,3b,speeded_recognition,12,AB,intermixed,6,N/A,N/A
21,3b,speeded_recognition,13,BC,blocked,2,correct,458
21,3b,speeded_recognition,14,AB,intermixed,4,correct,347
21,3b,speeded_recognition,15,AB,blocked,3,incorrect,1353
21,3b,speeded_recognition,16,AC,intermixed,4,correct,696
21,3b,speeded_recognition,17,AB,blocked,2,correct,621
21,3b,speeded_recognition,18,BC,intermixed,5,correct,547
21,3b,speeded_recognition,19,AC,blocked,1,N/A,N/A
21,3b,speeded_recognition,20,AB,intermixed,4,correct,513
21,3b,speeded_recognition,21,foil,intermixed,N/A,incorrect,394
21,3b,speeded_recognition,22,AB,blocked,1,N/A,N/A
21,3b,speeded_recognition,23,foil,intermixed,N/A,incorrect,738
21,3b,speeded_recognition,24,AC,blocked,3,correct,1324
21,3b,speeded_recognition,25,AC,intermixed,6,incorrect,775
21,3b,speeded_recognition,26,foil,blocked,N/A,incorrect,1122
21,3b,speeded_recognition,27,BC,blocked,2,correct,1194
21,3b,speeded_recognition,28,BC,intermixed,6,correct,1186
21,3b,speeded_recognition,29,foil,blocked,N/A,incorrect,1276
21,3b,speeded_recognition,30,BC,intermixed,6,correct,2602
21,3b,speeded_recognition,31,BC,blocked,1,correct,747
21,3b,speeded_recognition,32,AB,intermixed,6,correct,692
21,3b,speeded_recognition,33,AC,blocked,1,incorrect,1235
21,3b,speeded_recognition,34,foil,intermixed,N/A,correct,2335
21,3b,speeded_recognition,35,BC,blocked,1,incorrect,536
21,3b,speeded_recognition,36,AC,intermixed,6,correct,397
21,3b,speeded_recognition,37,AB,blocked,3,correct,665
21,3b,speeded_recognition,38,foil,blocked,N/A,incorrect,610
21,3b,speeded_recognition,39,AB,intermixed,5,correct,663
21,3b,speeded_recognition,40,BC,blocked,3,correct,712
21,3b,speeded_recognition,41,AB,intermixed,5,correct,531
21,3b,speeded_recognition,42,foil,intermixed,N/A,correct,683
21,3b,speeded_recognition,43,foil,intermixed,N/A,correct,455
21,3b,speeded_recognition,44,AC,blocked,2,incorrect,571
21,3b,speeded_recognition,45,foil,blocked,N/A,incorrect,938
21,3b,speeded_recognition,46,BC,intermixed,4,correct,453
21,3b,speeded_recognition,47,AC,blocked,2,incorrect,568
21,3b,speeded_recognition,48,AC,intermixed,5,incorrect,398
21,3b,explicit_inference,1,AC,intermixed,4,correct,6384
21,3b,explicit_inference,2,AC,intermixed,5,incorrect,1312
21,3b,explicit_inference,3,AC,intermixed,6,correct,2433
21,3b,explicit_inference,4,AC,blocked,1,incorrect,2755
21,3b,explicit_inference,5,AC,blocked,2,incorrect,1455
21,3b,explicit_inference,6,AC,intermixed,4,incorrect,2019
21,3b,explicit_inference,7,AC,blocked,2,incorrect,1419
21,3b,explicit_inference,8,AC,blocked,3,incorrect,1504
21,3b,explicit_inference,9,AC,intermixed,6,correct,1578
21,3b,explicit_inference,10,AC,intermixed,5,correct,1727
21,3b,explicit_inference,11,AC,blocked,3,correct,1405
21,3b,explicit_inference,12,AC,blocked,1,incorrect,1650
21,3b,explicit_direct,1,AB,blocked,1,incorrect,3531
21,3b,explicit_direct,2,AB,blocked,2,correct,2259
21,3b,explicit_direct,3,AB,intermixed,4,correct,1558
21,3b,explicit_direct,4,AB,blocked,1,correct,1364
21,3b,explicit_direct,5,AB,blocked,3,correct,1747
21,3b,explicit_direct,6,BC,blocked,1,correct,1809
21,3b,explicit_direct,7,AB,intermixed,4,correct,1434
21,3b,explicit_direct,8,BC,blocked,2,incorrect,1755
21,3b,explicit_direct,9,AB,intermixed,5,correct,1439
21,3b,explicit_direct,10,BC,intermixed,6,correct,3470
21,3b,explicit_direct,11,BC,intermixed,5,incorrect,2077
21,3b,explicit_direct,12,BC,blocked,3,correct,1573
21,3b,explicit_direct,13,BC,intermixed,6,incorrect,1437
21,3b,explicit_direct,14,BC,intermixed,5,incorrect,1396
21,3b,explicit_direct,15,AB,blocked,2,incorrect,1943
21,3b,explicit_direct,16,BC,blocked,1,correct,1446
21,3b,explicit_direct,17,BC,intermixed,4,correct,1429
21,3b,explicit_direct,18,AB,intermixed,6,incorrect,1749
21,3b,explicit_direct,19,AB,intermixed,5,correct,1581
21,3b,explicit_direct,20,AB,blocked,3,incorrect,1183
21,3b,explicit_direct,21,BC,blocked,2,incorrect,1405
21,3b,explicit_direct,22,AB,intermixed,6,incorrect,1198
21,3b,explicit_direct,23,BC,intermixed,4,incorrect,1338
21,3b,explicit_direct,24,BC,blocked,3,incorrect,1124
22,3b,speeded_recognition,1,AB,intermixed,4,correct,2191
22,3b,speeded_recognition,2,AB,blocked,1,correct,1640
22,3b,speeded_recognition,3,foil,intermixed,N/A,correct,906
22,3b,speeded_recognition,4,AC,intermixed,4,incorrect,1123
22,3b,speeded_recognition,5,BC,blocked,2,incorrect,1702
22,3b,speeded_recognition,6,foil,blocked,N/A,incorrect,2518
22,3b,speeded_recognition,7,AC,intermixed,4,correct,948
22,3b,speeded_recognition,8,AC,blocked,1,incorrect,1239
22,3b,speeded_recognition,9,AC,intermixed,6,incorrect,1693
22,3b,speeded_recognition,10,AB,blocked,2,correct,899
22,3b,speeded_recognition,11,BC,intermixed,5,correct,1214
22,3b,speeded_recognition,12,AC,blocked,2,incorrect,1231
22,3b,speeded_recognition,13,BC,intermixed,5,correct,1195
22,3b,speeded_recognition,14,AB,blocked,1,correct,1028
22,3b,speeded_recognition,15,AB,intermixed,4,correct,845
22,3b,speeded_recognition,16,BC,blocked,3,correct,911
22,3b,speeded_recognition,17,BC,intermixed,4,correct,1018
22,3b,speeded_recognition,18,AC,blocked,3,incorrect,695
22,3b,speeded_recognition,19,BC,intermixed,6,correct,1304
22,3b,speeded_recognition,20,foil,intermixed,N/A,incorrect,936
22,3b,speeded_recognition,21,AB,blocked,3,incorrect,1419
22,3b,speeded_recognition,22,AB,intermixed,5,correct,1400
22,3b,speeded_recognition,23,foil,blocked,N/A,incorrect,882
22,3b,speeded_recognition,24,AB,blocked,2,correct,758
22,3b,speeded_recognition,25,foil,intermixed,N/A,incorrect,763
22,3b,speeded_recognition,26,foil,intermixed,N/A,incorrect,1110
22,3b,speeded_recognition,27,AC,intermixed,6,correct,1147
22,3b,speeded_recognition,28,BC,blocked,2,correct,1039
22,3b,speeded_recognition,29,AB,intermixed,6,correct,787
22,3b,speeded_recognition,30,BC,blocked,3,correct,754
22,3b,speeded_recognition,31,foil,blocked,N/A,incorrect,1199
22,3b,speeded_recognition,32,foil,intermixed,N/A,correct,795
22,3b,speeded_recognition,33,AC,blocked,3,incorrect,2220
22,3b,speeded_recognition,34,AB,intermixed,6,correct,957
22,3b,speeded_recognition,35,AC,blocked,2,incorrect,803
22,3b,speeded_recognition,36,AC,intermixed,5,incorrect,815
22,3b,speeded_recognition,37,AB,blocked,3,correct,629
22,3b,speeded_recognition,38,BC,intermixed,6,correct,894
22,3b,speeded_recognition,39,foil,blocked,N/A,incorrect,1286
22,3b,speeded_recognition,40,BC,blocked,1,correct,843
22,3b,speeded_recognition,41,foil,blocked,N/A,incorrect,635
22,3b,speeded_recognition,42,foil,intermixed,N/A,incorrect,812
22,3b,speeded_recognition,43,BC,intermixed,4,correct,726
22,3b,speeded_recognition,44,AC,blocked,1,incorrect,631
22,3b,speeded_recognition,45,AB,intermixed,5,incorrect,935
22,3b,speeded_recognition,46,BC,blocked,1,incorrect,2323
22,3b,speeded_recognition,47,AC,intermixed,5,incorrect,1044
22,3b,speeded_recognition,48,foil,blocked,N/A,incorrect,997
22,3b,explicit_inference,1,AC,blocked,1,incorrect,3014
22,3b,explicit_inference,2,AC,intermixed,5,incorrect,2902
22,3b,explicit_inference,3,AC,blocked,2,correct,2534
22,3b,explicit_inference,4,AC,blocked,1,incorrect,1879
22,3b,explicit_inference,5,AC,intermixed,6,correct,2798
22,3b,explicit_inference,6,AC,blocked,3,incorrect,2391
22,3b,explicit_inference,7,AC,blocked,2,correct,1815
22,3b,explicit_inference,8,AC,intermixed,4,correct,1958
22,3b,explicit_inference,9,AC,intermixed,5,incorrect,1798
22,3b,explicit_inference,10,AC,intermixed,4,incorrect,1607
22,3b,explicit_inference,11,AC,blocked,3,correct,1790
22,3b,explicit_inference,12,AC,intermixed,6,correct,2566
22,3b,explicit_direct,1,BC,intermixed,4,correct,4662
22,3b,explicit_direct,2,AB,intermixed,5,correct,4439
22,3b,explicit_direct,3,BC,intermixed,6,correct,2719
22,3b,explicit_direct,4,AB,blocked,3,correct,3319
22,3b,explicit_direct,5,BC,blocked,2,correct,2022
22,3b,explicit_direct,6,AB,intermixed,5,incorrect,4839
22,3b,explicit_direct,7,AB,blocked,2,incorrect,2895
22,3b,explicit_direct,8,BC,blocked,3,correct,1759
22,3b,explicit_direct,9,AB,intermixed,6,correct,1775
22,3b,explicit_direct,10,BC,blocked,1,correct,1686
22,3b,explicit_direct,11,BC,intermixed,5,incorrect,1479
22,3b,explicit_direct,12,AB,intermixed,4,incorrect,2078
22,3b,explicit_direct,13,BC,blocked,1,correct,2119
22,3b,explicit_direct,14,BC,intermixed,5,incorrect,4349
22,3b,explicit_direct,15,AB,blocked,3,correct,1527
22,3b,explicit_direct,16,BC,blocked,2,correct,1879
22,3b,explicit_direct,17,BC,blocked,3,correct,1687
22,3b,explicit_direct,18,AB,intermixed,4,incorrect,3047
22,3b,explicit_direct,19,AB,intermixed,6,correct,1831
22,3b,explicit_direct,20,AB,blocked,1,correct,1831
22,3b,explicit_direct,21,BC,intermixed,6,correct,1575
22,3b,explicit_direct,22,BC,intermixed,4,correct,1383
22,3b,explicit_direct,23,AB,blocked,2,correct,1102
22,3b,explicit_direct,24,AB,blocked,1,incorrect,1182
23,3b,speeded_recognition,1,AC,blocked,3,incorrect,1188
23,3b,speeded_recognition,2,AB,intermixed,5,correct,1569
23,3b,speeded_recognition,3,AB,blocked,2,correct,2333
23,3b,speeded_recognition,4,BC,intermixed,5,incorrect,1520
23,3b,speeded_recognition,5,foil,intermixed,N/A,incorrect,1858
23,3b,speeded_recognition,6,AC,blocked,2,incorrect,2920
23,3b,speeded_recognition,7,foil,intermixed,N/A,correct,1901
23,3b,speeded_recognition,8,BC,intermixed,5,correct,2392
23,3b,speeded_recognition,9,AB,blocked,1,correct,3092
23,3b,speeded_recognition,10,foil,blocked,N/A,N/A,N/A
23,3b,speeded_recognition,11,BC,blocked,3,correct,1698
23,3b,speeded_recognition,12,AB,intermixed,4,correct,1662
23,3b,speeded_recognition,13,AC,blocked,1,incorrect,1886
23,3b,speeded_recognition,14,AC,intermixed,5,incorrect,1871
23,3b,speeded_recognition,15,foil,blocked,N/A,correct,2117
23,3b,speeded_recognition,16,AB,blocked,3,correct,2461
23,3b,speeded_recognition,17,foil,blocked,N/A,correct,2262
23,3b,speeded_recognition,18,AC,intermixed,4,incorrect,1645
23,3b,speeded_recognition,19,BC,blocked,1,correct,1655
23,3b,speeded_recognition,20,AC,intermixed,5,incorrect,1397
23,3b,speeded_recognition,21,foil,blocked,N/A,correct,1406
23,3b,speeded_recognition,22,AC,intermixed,4,incorrect,929
23,3b,speeded_recognition,23,foil,blocked,N/A,incorrect,1941
23,3b,speeded_recognition,24,BC,blocked,2,incorrect,1463
23,3b,speeded_recognition,25,AB,intermixed,6,correct,945
23,3b,speeded_recognition,26,BC,blocked,2,correct,1660
23,3b,speeded_recognition,27,AB,intermixed,5,correct,1832
23,3b,speeded_recognition,28,AC,blocked,2,incorrect,1125
23,3b,speeded_recognition,29,AC,intermixed,6,incorrect,987
23,3b,speeded_recognition,30,AC,blocked,1,incorrect,1579
23,3b,speeded_recognition,31,foil,intermixed,N/A,N/A,N/A
23,3b,speeded_recognition,32,BC,intermixed,4,correct,1059
23,3b,speeded_recognition,33,foil,blocked,N/A,incorrect,1351
23,3b,speeded_recognition,34,BC,blocked,3,incorrect,1602
23,3b,speeded_recognition,35,BC,intermixed,6,correct,1202
23,3b,speeded_recognition,36,AB,blocked,1,correct,1082
23,3b,speeded_recognition,37,AB,intermixed,6,correct,856
23,3b,speeded_recognition,38,foil,intermixed,N/A,incorrect,1095
23,3b,speeded_recognition,39,BC,intermixed,4,correct,788
23,3b,speeded_recognition,40,BC,blocked,1,correct,866
23,3b,speeded_recognition,41,AB,intermixed,4,correct,2096
23,3b,speeded_recognition,42,foil,intermixed,N/A,incorrect,1125
23,3b,speeded_recognition,43,AB,blocked,3,correct,835
23,3b,speeded_recognition,44,BC,intermixed,6,correct,705
23,3b,speeded_recognition,45,AB,blocked,2,correct,1311
23,3b,speeded_recognition,46,AC,intermixed,6,incorrect,1159
23,3b,speeded_recognition,47,AC,blocked,3,correct,1035
23,3b,speeded_recognition,48,foil,intermixed,N/A,correct,1748
23,3b,explicit_inference,1,AC,intermixed,6,incorrect,11338
23,3b,explicit_inference,2,AC,intermixed,4,incorrect,2122
23,3b,explicit_inference,3,AC,blocked,3,incorrect,2105
23,3b,explicit_inference,4,AC,intermixed,6,correct,3781
23,3b,explicit_inference,5,AC,intermixed,5,correct,2069
23,3b,explicit_inference,6,AC,blocked,2,correct,4998
23,3b,explicit_inference,7,AC,blocked,1,correct,2316
23,3b,explicit_inference,8,AC,blocked,3,incorrect,2507
23,3b,explicit_inference,9,AC,blocked,2,incorrect,3186
23,3b,explicit_inference,10,AC,blocked,1,N/A,N/A
23,3b,explicit_inference,11,AC,intermixed,4,incorrect,3102
23,3b,explicit_inference,12,AC,intermixed,5,incorrect,1649
23,3b,explicit_direct,1,AB,intermixed,5,correct,2194
23,3b,explicit_direct,2,BC,blocked,2,correct,6032
23,3b,explicit_direct,3,BC,blocked,1,correct,1866
23,3b,explicit_direct,4,BC,intermixed,5,incorrect,1873
23,3b,explicit_direct,5,BC,blocked,3,incorrect,3366
23,3b,explicit_direct,6,BC,intermixed,5,correct,1927
23,3b,explicit_direct,7,AB,intermixed,4,incorrect,3389
23,3b,explicit_direct,8,AB,blocked,2,correct,2233
23,3b,explicit_direct,9,AB,intermixed,5,N/A,N/A
23,3b,explicit_direct,10,AB,blocked,2,correct,1831
23,3b,explicit_direct,11,AB,blocked,3,incorrect,1701
23,3b,explicit_direct,12,BC,intermixed,4,incorrect,1375
23,3b,explicit_direct,13,AB,blocked,1,correct,2306
23,3b,explicit_direct,14,BC,intermixed,6,correct,5646
23,3b,explicit_direct,15,BC,blocked,2,correct,1729
23,3b,explicit_direct,16,AB,intermixed,6,correct,2474
23,3b,explicit_direct,17,AB,blocked,3,incorrect,3770
23,3b,explicit_direct,18,AB,blocked,1,correct,2350
23,3b,explicit_direct,19,BC,intermixed,6,correct,2234
23,3b,explicit_direct,20,AB,intermixed,4,N/A,N/A
23,3b,explicit_direct,21,BC,blocked,3,correct,1948
23,3b,explicit_direct,22,BC,intermixed,4,incorrect,1966
23,3b,explicit_direct,23,AB,intermixed,6,correct,1766
23,3b,explicit_direct,24,BC,blocked,1,correct,1751
24,3b,speeded_recognition,1,AB,blocked,3,correct,1283
24,3b,speeded_recognition,2,BC,intermixed,5,correct,1032
24,3b,speeded_recognition,3,BC,blocked,1,incorrect,1287
24,3b,speeded_recognition,4,AC,intermixed,6,correct,1061
24,3b,speeded_recognition,5,AC,blocked,2,incorrect,864
24,3b,speeded_recognition,6,foil,blocked,N/A,incorrect,1272
24,3b,speeded_recognition,7,AB,blocked,2,incorrect,811
24,3b,speeded_recognition,8,AB,intermixed,5,incorrect,890
24,3b,speeded_recognition,9,foil,blocked,N/A,incorrect,756
24,3b,speeded_recognition,10,AB,intermixed,5,incorrect,830
24,3b,speeded_recognition,11,BC,blocked,2,correct,1001
24,3b,speeded_recognition,12,foil,intermixed,N/A,correct,824
24,3b,speeded_recognition,13,AB,intermixed,4,correct,1119
24,3b,speeded_recognition,14,foil,blocked,N/A,incorrect,1206
24,3b,speeded_recognition,15,foil,intermixed,N/A,correct,948
24,3b,speeded_recognition,16,AC,blocked,3,incorrect,927
24,3b,speeded_recognition,17,AC,intermixed,5,incorrect,961
24,3b,speeded_recognition,18,AC,blocked,1,correct,898
24,3b,speeded_recognition,19,foil,intermixed,N/A,correct,862
24,3b,speeded_recognition,20,foil,blocked,N/A,incorrect,959
24,3b,speeded_recognition,21,AC,intermixed,4,correct,997
24,3b,speeded_recognition,22,AB,blocked,3,correct,984
24,3b,speeded_recognition,23,BC,intermixed,5,correct,967
