subject,experiment,task_type,trial_number,target_pair_type,target_pair_condition,target_triad_index,response_correct,response_time
1,1b,speeded_recognition,36,foil,blocked,N/A,correct,1085
1,1b,speeded_recognition,37,BC,intermixed,6,correct,859
1,1b,speeded_recognition,38,AC,blocked,1,correct,839
1,1b,speeded_recognition,39,BC,intermixed,5,correct,720
1,1b,speeded_recognition,40,foil,intermixed,N/A,correct,1000
1,1b,speeded_recognition,41,AB,intermixed,4,correct,909
1,1b,speeded_recognition,42,BC,blocked,3,correct,995
1,1b,speeded_recognition,43,foil,intermixed,N/A,correct,1050
1,1b,speeded_recognition,44,BC,intermixed,6,correct,827
1,1b,speeded_recognition,45,foil,intermixed,N/A,correct,1237
1,1b,speeded_recognition,46,foil,blocked,N/A,correct,1483
1,1b,speeded_recognition,47,BC,blocked,2,correct,875
1,1b,speeded_recognition,48,AC,intermixed,5,correct,1612
1,1b,explicit_inference,1,AC,intermixed,4,incorrect,4978
1,1b,explicit_inference,2,AC,blocked,1,correct,4672
1,1b,explicit_inference,3,AC,blocked,2,correct,3689
1,1b,explicit_inference,4,AC,blocked,3,correct,2736
1,1b,explicit_inference,5,AC,intermixed,6,correct,2449
1,1b,explicit_inference,6,AC,intermixed,5,correct,2133
1,1b,explicit_inference,7,AC,intermixed,6,correct,2334
1,1b,explicit_inference,8,AC,blocked,2,correct,2660
1,1b,explicit_inference,9,AC,intermixed,5,correct,1812
1,1b,explicit_inference,10,AC,blocked,1,correct,3583
1,1b,explicit_inference,11,AC,intermixed,4,correct,2908
1,1b,explicit_inference,12,AC,blocked,3,correct,2554
2,1b,speeded_recognition,1,AC,intermixed,4,correct,1625
2,1b,speeded_recognition,2,BC,blocked,2,correct,1224
2,1b,speeded_recognition,3,BC,intermixed,6,correct,1176
2,1b,speeded_recognition,4,foil,blocked,N/A,correct,1271
2,1b,speeded_recognition,5,BC,blocked,3,correct,1607
2,1b,speeded_recognition,6,AB,intermixed,4,correct,1103
2,1b,speeded_recognition,7,AC,blocked,1,correct,1239
2,1b,speeded_recognition,8,AC,intermixed,6,correct,1735
2,1b,speeded_recognition,9,foil,blocked,N/A,correct,1335
2,1b,speeded_recognition,10,AC,intermixed,5,incorrect,1440
2,1b,speeded_recognition,11,foil,blocked,N/A,correct,1527
2,1b,speeded_recognition,12,AB,blocked,1,correct,1279
2,1b,speeded_recognition,13,foil,intermixed,N/A,correct,1487
2,1b,speeded_recognition,14,AC,intermixed,4,correct,1607
2,1b,speeded_recognition,15,AB,blocked,3,correct,1495
2,1b,speeded_recognition,16,BC,intermixed,4,correct,919
2,1b,speeded_recognition,17,foil,blocked,N/A,correct,1359
2,1b,speeded_recognition,18,AC,blocked,2,correct,1248
2,1b,speeded_recognition,19,AC,intermixed,6,correct,1399
2,1b,speeded_recognition,20,AC,blocked,3,correct,1455
2,1b,speeded_recognition,21,foil,intermixed,N/A,correct,1536
2,1b,speeded_recognition,22,AC,blocked,2,correct,1280
2,1b,speeded_recognition,23,BC,intermixed,5,correct,1280
2,1b,speeded_recognition,24,BC,blocked,1,correct,1647
2,1b,speeded_recognition,25,foil,blocked,N/A,correct,1350
2,1b,speeded_recognition,26,BC,intermixed,6,correct,1471
2,1b,speeded_recognition,27,foil,intermixed,N/A,correct,1394
2,1b,speeded_recognition,28,AB,blocked,1,correct,1095
2,1b,speeded_recognition,29,AB,intermixed,5,correct,1135
2,1b,speeded_recognition,30,AC,blocked,3,incorrect,1671
2,1b,speeded_recognition,31,foil,intermixed,N/A,incorrect,1606
2,1b,speeded_recognition,32,AB,intermixed,4,correct,1392
2,1b,speeded_recognition,33,AB,blocked,2,incorrect,1279
2,1b,speeded_recognition,34,AB,intermixed,6,correct,1192
2,1b,speeded_recognition,35,BC,blocked,3,correct,1663
2,1b,speeded_recognition,36,AB,intermixed,5,correct,1127
2,1b,speeded_recognition,37,AB,blocked,2,incorrect,1151
2,1b,speeded_recognition,38,AB,intermixed,6,correct,1072
2,1b,speeded_recognition,39,BC,blocked,2,correct,1095
2,1b,speeded_recognition,40,foil,blocked,N/A,correct,1399
2,1b,speeded_recognition,41,BC,intermixed,5,correct,1366
2,1b,speeded_recognition,42,AC,blocked,1,correct,1184
2,1b,speeded_recognition,43,foil,intermixed,N/A,correct,1422
2,1b,speeded_recognition,44,AC,intermixed,5,correct,1527
2,1b,speeded_recognition,45,foil,intermixed,N/A,correct,1415
2,1b,speeded_recognition,46,BC,blocked,1,correct,1312
2,1b,speeded_recognition,47,BC,intermixed,4,correct,1087
2,1b,speeded_recognition,48,AB,blocked,3,correct,1386
2,1b,explicit_inference,1,AC,blocked,1,correct,5559
2,1b,explicit_inference,2,AC,intermixed,6,incorrect,4102
2,1b,explicit_inference,3,AC,blocked,2,incorrect,2928
2,1b,explicit_inference,4,AC,blocked,3,correct,2800
2,1b,explicit_inference,5,AC,intermixed,4,correct,2559
2,1b,explicit_inference,6,AC,intermixed,5,correct,3028
2,1b,explicit_inference,7,AC,blocked,2,correct,2609
2,1b,explicit_inference,8,AC,intermixed,6,incorrect,3140
2,1b,explicit_inference,9,AC,blocked,3,correct,2591
2,1b,explicit_inference,10,AC,blocked,1,incorrect,3170
2,1b,explicit_inference,11,AC,intermixed,5,correct,2437
2,1b,explicit_inference,12,AC,intermixed,4,correct,3139
3,1b,speeded_recognition,1,AB,blocked,1,correct,1121
3,1b,speeded_recognition,2,foil,intermixed,N/A,correct,1649
3,1b,speeded_recognition,3,BC,intermixed,6,correct,998
3,1b,speeded_recognition,4,foil,intermixed,N/A,correct,1384
3,1b,speeded_recognition,5,AB,blocked,3,correct,1434
3,1b,speeded_recognition,6,foil,blocked,N/A,correct,1461
3,1b,speeded_recognition,7,BC,blocked,2,correct,836
3,1b,speeded_recognition,8,foil,intermixed,N/A,correct,1339
3,1b,speeded_recognition,9,AC,intermixed,5,correct,1328
3,1b,speeded_recognition,10,BC,blocked,3,correct,1177
3,1b,speeded_recognition,11,BC,intermixed,5,incorrect,2083
3,1b,speeded_recognition,12,foil,intermixed,N/A,correct,1273
3,1b,speeded_recognition,13,BC,blocked,3,correct,1519
3,1b,speeded_recognition,14,AC,intermixed,6,correct,1173
3,1b,speeded_recognition,15,AC,blocked,2,correct,1332
3,1b,speeded_recognition,16,BC,intermixed,6,correct,859
3,1b,speeded_recognition,17,AC,blocked,3,correct,1463
3,1b,speeded_recognition,18,AB,intermixed,6,correct,1263
3,1b,speeded_recognition,19,foil,blocked,N/A,correct,949
3,1b,speeded_recognition,20,BC,intermixed,4,correct,851
3,1b,speeded_recognition,21,AC,blocked,2,correct,1654
3,1b,speeded_recognition,22,AB,intermixed,4,correct,806
3,1b,speeded_recognition,23,foil,intermixed,N/A,correct,1428
3,1b,speeded_recognition,24,BC,blocked,2,correct,1361
3,1b,speeded_recognition,25,foil,blocked,N/A,correct,959
3,1b,speeded_recognition,26,AC,intermixed,4,incorrect,815
3,1b,speeded_recognition,27,AC,blocked,1,correct,944
3,1b,speeded_recognition,28,foil,intermixed,N/A,correct,1299
3,1b,speeded_recognition,29,AC,intermixed,5,correct,1359
3,1b,speeded_recognition,30,AB,blocked,1,correct,1415
3,1b,speeded_recognition,31,AB,intermixed,5,correct,844
3,1b,speeded_recognition,32,foil,blocked,N/A,correct,957
3,1b,speeded_recognition,33,AC,intermixed,4,incorrect,1053
3,1b,speeded_recognition,34,BC,blocked,1,incorrect,1195
3,1b,speeded_recognition,35,BC,intermixed,4,correct,911
3,1b,speeded_recognition,36,AC,blocked,1,correct,1295
3,1b,speeded_recognition,37,AB,intermixed,6,incorrect,1138
3,1b,speeded_recognition,38,AB,blocked,3,correct,752
3,1b,speeded_recognition,39,AB,intermixed,4,correct,1010
3,1b,speeded_recognition,40,foil,blocked,N/A,correct,1157
3,1b,speeded_recognition,41,BC,blocked,1,correct,1746
3,1b,speeded_recognition,42,AB,intermixed,5,correct,714
3,1b,speeded_recognition,43,AC,blocked,3,correct,1007
3,1b,speeded_recognition,44,AC,intermixed,6,correct,860
3,1b,speeded_recognition,45,AB,blocked,2,correct,1364
3,1b,speeded_recognition,46,BC,intermixed,5,incorrect,672
3,1b,speeded_recognition,47,foil,blocked,N/A,correct,815
3,1b,speeded_recognition,48,AB,blocked,2,correct,1534
3,1b,explicit_inference,1,AC,intermixed,6,correct,5587
3,1b,explicit_inference,2,AC,blocked,1,incorrect,2045
3,1b,explicit_inference,3,AC,blocked,2,correct,1374
3,1b,explicit_inference,4,AC,blocked,3,correct,2589
3,1b,explicit_inference,5,AC,intermixed,5,correct,1264
3,1b,explicit_inference,6,AC,intermixed,4,correct,2142
3,1b,explicit_inference,7,AC,intermixed,6,correct,2452
3,1b,explicit_inference,8,AC,blocked,3,incorrect,2239
3,1b,explicit_inference,9,AC,intermixed,5,incorrect,1676
3,1b,explicit_inference,10,AC,blocked,1,correct,1895
3,1b,explicit_inference,11,AC,intermixed,4,correct,1613
3,1b,explicit_inference,12,AC,blocked,2,incorrect,1944
4,1b,speeded_recognition,1,AC,blocked,2,incorrect,1127
4,1b,speeded_recognition,2,foil,intermixed,N/A,correct,1823
4,1b,speeded_recognition,3,BC,intermixed,5,correct,1342
4,1b,speeded_recognition,4,BC,blocked,3,correct,1270
4,1b,speeded_recognition,5,AC,intermixed,4,correct,2126
4,1b,speeded_recognition,6,BC,blocked,1,correct,1535
4,1b,speeded_recognition,7,foil,blocked,N/A,correct,1583
4,1b,speeded_recognition,8,BC,intermixed,4,correct,1046
4,1b,speeded_recognition,9,AB,blocked,2,correct,1870
4,1b,speeded_recognition,10,AB,intermixed,6,correct,1054
4,1b,speeded_recognition,11,AC,blocked,3,correct,1710
4,1b,speeded_recognition,12,AB,intermixed,5,correct,1488
4,1b,speeded_recognition,13,foil,blocked,N/A,correct,1486
4,1b,speeded_recognition,14,AB,blocked,2,correct,1182
4,1b,speeded_recognition,15,foil,blocked,N/A,correct,1375
4,1b,speeded_recognition,16,AC,intermixed,5,correct,2119
4,1b,speeded_recognition,17,foil,intermixed,N/A,correct,1262
4,1b,speeded_recognition,18,AC,blocked,3,correct,999
4,1b,speeded_recognition,19,AC,intermixed,4,correct,1150
4,1b,speeded_recognition,20,AB,blocked,1,correct,1143
4,1b,speeded_recognition,21,AC,intermixed,5,incorrect,1774
4,1b,speeded_recognition,22,foil,intermixed,N/A,correct,1047
4,1b,speeded_recognition,23,BC,intermixed,5,correct,1200
4,1b,speeded_recognition,24,foil,blocked,N/A,correct,1207
4,1b,speeded_recognition,25,AB,blocked,3,correct,1112
4,1b,speeded_recognition,26,AC,intermixed,6,correct,1278
4,1b,speeded_recognition,27,AB,blocked,3,correct,863
4,1b,speeded_recognition,28,foil,intermixed,N/A,correct,2055
4,1b,speeded_recognition,29,BC,intermixed,6,correct,1094
4,1b,speeded_recognition,30,BC,blocked,3,correct,1687
4,1b,speeded_recognition,31,AB,intermixed,4,correct,1263
4,1b,speeded_recognition,32,AB,blocked,1,correct,975
4,1b,speeded_recognition,33,foil,blocked,N/A,correct,1567
4,1b,speeded_recognition,34,AB,intermixed,5,correct,1063
4,1b,speeded_recognition,35,foil,intermixed,N/A,correct,1359
4,1b,speeded_recognition,36,AC,blocked,1,correct,1494
4,1b,speeded_recognition,37,BC,intermixed,6,correct,894
4,1b,speeded_recognition,38,BC,blocked,2,correct,1494
4,1b,speeded_recognition,39,AB,intermixed,6,correct,966
4,1b,speeded_recognition,40,AC,blocked,1,correct,967
4,1b,speeded_recognition,41,foil,intermixed,N/A,correct,1285
4,1b,speeded_recognition,42,AB,intermixed,4,correct,1351
4,1b,speeded_recognition,43,AC,blocked,2,correct,1727
4,1b,speeded_recognition,44,AC,intermixed,6,correct,1190
4,1b,speeded_recognition,45,BC,blocked,2,correct,1350
4,1b,speeded_recognition,46,BC,intermixed,4,correct,1111
4,1b,speeded_recognition,47,foil,blocked,N/A,correct,1327
4,1b,speeded_recognition,48,BC,blocked,1,correct,1301
4,1b,explicit_inference,1,AC,blocked,3,correct,9466
4,1b,explicit_inference,2,AC,intermixed,5,correct,3286
4,1b,explicit_inference,3,AC,intermixed,4,correct,3083
4,1b,explicit_inference,4,AC,blocked,1,correct,2736
4,1b,explicit_inference,5,AC,blocked,2,correct,2877
4,1b,explicit_inference,6,AC,intermixed,6,correct,1714
4,1b,explicit_inference,7,AC,blocked,1,correct,4500
4,1b,explicit_inference,8,AC,intermixed,6,correct,2219
4,1b,explicit_inference,9,AC,blocked,2,correct,1510
4,1b,explicit_inference,10,AC,blocked,3,correct,2386
4,1b,explicit_inference,11,AC,intermixed,5,correct,3862
4,1b,explicit_inference,12,AC,intermixed,4,correct,1665
5,1b,speeded_recognition,1,AC,blocked,2,correct,1583
5,1b,speeded_recognition,2,foil,blocked,N/A,correct,1326
5,1b,speeded_recognition,3,AC,intermixed,6,correct,1588
5,1b,speeded_recognition,4,foil,intermixed,N/A,correct,1461
5,1b,speeded_recognition,5,BC,blocked,3,incorrect,1789
5,1b,speeded_recognition,6,BC,intermixed,5,correct,1715
5,1b,speeded_recognition,7,AB,blocked,1,correct,1255
5,1b,speeded_recognition,8,foil,intermixed,N/A,correct,1732
5,1b,speeded_recognition,9,AC,intermixed,4,correct,1268
5,1b,speeded_recognition,10,BC,blocked,3,correct,1418
5,1b,speeded_recognition,11,foil,blocked,N/A,correct,1916
5,1b,speeded_recognition,12,foil,intermixed,N/A,incorrect,2972
5,1b,speeded_recognition,13,foil,blocked,N/A,correct,1883
5,1b,speeded_recognition,14,AB,intermixed,5,correct,1981
5,1b,speeded_recognition,15,foil,blocked,N/A,correct,1556
5,1b,speeded_recognition,16,BC,blocked,1,correct,1405
5,1b,speeded_recognition,17,AC,intermixed,6,correct,1501
5,1b,speeded_recognition,18,AC,blocked,2,correct,1445
5,1b,speeded_recognition,19,foil,intermixed,N/A,correct,1729
5,1b,speeded_recognition,20,AB,intermixed,4,incorrect,983
5,1b,speeded_recognition,21,AC,blocked,1,correct,1543
5,1b,speeded_recognition,22,AC,intermixed,5,correct,2394
5,1b,speeded_recognition,23,AC,blocked,1,correct,1211
5,1b,speeded_recognition,24,AC,intermixed,5,correct,2094
5,1b,speeded_recognition,25,AB,blocked,2,correct,1583
5,1b,speeded_recognition,26,BC,intermixed,6,correct,1490
5,1b,speeded_recognition,27,BC,blocked,1,correct,997
5,1b,speeded_recognition,28,BC,intermixed,4,correct,968
5,1b,speeded_recognition,29,foil,blocked,N/A,correct,1722
5,1b,speeded_recognition,30,AB,blocked,3,correct,1700
5,1b,speeded_recognition,31,AB,intermixed,6,correct,1270
5,1b,speeded_recognition,32,AB,blocked,1,correct,1391
5,1b,speeded_recognition,33,AB,intermixed,5,correct,1461
5,1b,speeded_recognition,34,foil,blocked,N/A,correct,1662
5,1b,speeded_recognition,35,BC,intermixed,4,incorrect,1035
5,1b,speeded_recognition,36,AB,blocked,3,correct,1249
5,1b,speeded_recognition,37,BC,intermixed,6,correct,1117
5,1b,speeded_recognition,38,BC,blocked,2,correct,1534
5,1b,speeded_recognition,39,AB,intermixed,4,correct,866
5,1b,speeded_recognition,40,AC,blocked,3,correct,1500
5,1b,speeded_recognition,41,AB,intermixed,6,incorrect,2513
5,1b,speeded_recognition,42,foil,intermixed,N/A,correct,1084
5,1b,speeded_recognition,43,BC,blocked,2,correct,2001
5,1b,speeded_recognition,44,BC,intermixed,5,correct,1365
5,1b,speeded_recognition,45,foil,intermixed,N/A,correct,1127
5,1b,speeded_recognition,46,AB,blocked,2,incorrect,1578
5,1b,speeded_recognition,47,AC,intermixed,4,incorrect,1107
5,1b,speeded_recognition,48,AC,blocked,3,correct,1395
5,1b,explicit_inference,1,AC,blocked,1,incorrect,6099
5,1b,explicit_inference,2,AC,intermixed,6,correct,5594
5,1b,explicit_inference,3,AC,blocked,3,correct,3990
5,1b,explicit_inference,4,AC,intermixed,4,correct,1594
5,1b,explicit_inference,5,AC,blocked,2,correct,7212
5,1b,explicit_inference,6,AC,intermixed,5,correct,3973
5,1b,explicit_inference,7,AC,intermixed,6,correct,2141
5,1b,explicit_inference,8,AC,blocked,1,correct,2382
5,1b,explicit_inference,9,AC,blocked,3,correct,2129
5,1b,explicit_inference,10,AC,intermixed,4,correct,1759
5,1b,explicit_inference,11,AC,blocked,2,correct,3625
5,1b,explicit_inference,12,AC,intermixed,5,correct,5040
6,1b,speeded_recognition,1,AB,intermixed,6,correct,2398
6,1b,speeded_recognition,2,AB,blocked,3,correct,1834
6,1b,speeded_recognition,3,BC,intermixed,6,correct,1986
6,1b,speeded_recognition,4,foil,intermixed,N/A,correct,2215
6,1b,speeded_recognition,5,AB,blocked,2,correct,2461
6,1b,speeded_recognition,6,AC,intermixed,6,correct,2386
6,1b,speeded_recognition,7,AB,blocked,1,correct,1441
6,1b,speeded_recognition,8,AB,intermixed,5,correct,2035
6,1b,speeded_recognition,9,foil,blocked,N/A,N/A,N/A
6,1b,speeded_recognition,10,AB,blocked,2,correct,1333
6,1b,speeded_recognition,11,BC,intermixed,4,correct,1878
6,1b,speeded_recognition,12,foil,intermixed,N/A,correct,2110
6,1b,speeded_recognition,13,BC,blocked,1,correct,2133
6,1b,speeded_recognition,14,AC,intermixed,4,correct,2016
6,1b,speeded_recognition,15,AC,blocked,3,correct,2914
6,1b,speeded_recognition,16,BC,intermixed,5,correct,1518
6,1b,speeded_recognition,17,foil,blocked,N/A,correct,2159
6,1b,speeded_recognition,18,foil,intermixed,N/A,correct,2122
6,1b,speeded_recognition,19,AC,blocked,2,incorrect,2756
6,1b,speeded_recognition,20,AC,intermixed,6,correct,2307
6,1b,speeded_recognition,21,AB,blocked,1,correct,1302
6,1b,speeded_recognition,22,foil,blocked,N/A,incorrect,2721
6,1b,speeded_recognition,23,AC,intermixed,4,incorrect,1739
6,1b,speeded_recognition,24,foil,blocked,N/A,correct,2053
6,1b,speeded_recognition,25,BC,blocked,2,incorrect,2747
6,1b,speeded_recognition,26,AB,intermixed,5,correct,1622
6,1b,speeded_recognition,27,AC,blocked,3,correct,1775
6,1b,speeded_recognition,28,AC,intermixed,5,incorrect,2597
6,1b,speeded_recognition,29,AC,blocked,1,correct,3267
6,1b,speeded_recognition,30,AB,intermixed,4,correct,1122
6,1b,speeded_recognition,31,foil,intermixed,N/A,correct,2286
6,1b,speeded_recognition,32,BC,blocked,1,correct,1168
6,1b,speeded_recognition,33,BC,intermixed,6,correct,1349
6,1b,speeded_recognition,34,BC,blocked,3,correct,1581
6,1b,speeded_recognition,35,AB,intermixed,6,correct,1166
6,1b,speeded_recognition,36,BC,blocked,2,correct,1690
6,1b,speeded_recognition,37,foil,intermixed,N/A,correct,1448
6,1b,speeded_recognition,38,BC,intermixed,5,correct,1864
6,1b,speeded_recognition,39,foil,blocked,N/A,correct,1462
6,1b,speeded_recognition,40,AB,blocked,3,correct,1961
6,1b,speeded_recognition,41,AB,intermixed,4,correct,1223
6,1b,speeded_recognition,42,AC,blocked,1,correct,2777
6,1b,speeded_recognition,43,foil,blocked,N/A,incorrect,1611
6,1b,speeded_recognition,44,BC,intermixed,4,correct,1100
6,1b,speeded_recognition,45,AC,blocked,2,correct,2410
6,1b,speeded_recognition,46,foil,intermixed,N/A,correct,1302
6,1b,speeded_recognition,47,AC,intermixed,5,incorrect,1699
6,1b,speeded_recognition,48,BC,blocked,3,correct,1311
6,1b,explicit_inference,1,AC,intermixed,4,correct,7944
6,1b,explicit_inference,2,AC,intermixed,6,correct,3557
6,1b,explicit_inference,3,AC,blocked,1,correct,5736
6,1b,explicit_inference,4,AC,blocked,2,correct,3782
6,1b,explicit_inference,5,AC,intermixed,5,correct,3898
6,1b,explicit_inference,6,AC,blocked,3,incorrect,3977
6,1b,explicit_inference,7,AC,intermixed,4,correct,3017
6,1b,explicit_inference,8,AC,blocked,1,correct,4465
6,1b,explicit_inference,9,AC,blocked,3,correct,2514
6,1b,explicit_inference,10,AC,blocked,2,correct,3899
6,1b,explicit_inference,11,AC,intermixed,6,correct,2876
6,1b,explicit_inference,12,AC,intermixed,5,correct,3059
7,1b,speeded_recognition,1,AC,blocked,2,correct,1357
7,1b,speeded_recognition,2,foil,intermixed,N/A,correct,1458
7,1b,speeded_recognition,3,AC,intermixed,5,correct,1370
7,1b,speeded_recognition,4,AC,blocked,1,correct,1209
7,1b,speeded_recognition,5,BC,intermixed,4,correct,1277
7,1b,speeded_recognition,6,foil,intermixed,N/A,correct,1311
7,1b,speeded_recognition,7,foil,intermixed,N/A,correct,1443
7,1b,speeded_recognition,8,AB,blocked,1,correct,1144
7,1b,speeded_recognition,9,BC,intermixed,4,correct,1771
7,1b,speeded_recognition,10,AC,blocked,1,correct,1601
7,1b,speeded_recognition,11,BC,intermixed,6,incorrect,1648
7,1b,speeded_recognition,12,foil,blocked,N/A,correct,1512
7,1b,speeded_recognition,13,foil,blocked,N/A,correct,1240
7,1b,speeded_recognition,14,AB,blocked,2,correct,1396
7,1b,speeded_recognition,15,AB,intermixed,4,correct,1549
7,1b,speeded_recognition,16,foil,intermixed,N/A,correct,1641
7,1b,speeded_recognition,17,AC,intermixed,4,correct,1566
7,1b,speeded_recognition,18,AB,blocked,3,correct,1044
7,1b,speeded_recognition,19,AB,intermixed,6,correct,1160
7,1b,speeded_recognition,20,BC,blocked,1,correct,1378
7,1b,speeded_recognition,21,BC,intermixed,5,correct,1350
7,1b,speeded_recognition,22,BC,blocked,3,correct,1151
7,1b,speeded_recognition,23,foil,intermixed,N/A,correct,2018
7,1b,speeded_recognition,24,AB,intermixed,5,correct,936
7,1b,speeded_recognition,25,AB,blocked,3,correct,977
7,1b,speeded_recognition,26,AC,intermixed,6,correct,1429
7,1b,speeded_recognition,27,AB,blocked,2,correct,1179
7,1b,speeded_recognition,28,foil,blocked,N/A,correct,1276
7,1b,speeded_recognition,29,AB,blocked,1,correct,858
7,1b,speeded_recognition,30,AC,intermixed,4,correct,1502
7,1b,speeded_recognition,31,BC,blocked,3,correct,1138
7,1b,speeded_recognition,32,AC,intermixed,6,correct,1392
7,1b,speeded_recognition,33,AC,blocked,2,correct,2507
7,1b,speeded_recognition,34,AB,intermixed,6,correct,1162
7,1b,speeded_recognition,35,BC,blocked,1,correct,1095
7,1b,speeded_recognition,36,BC,intermixed,6,correct,851
7,1b,speeded_recognition,37,foil,blocked,N/A,correct,979
7,1b,speeded_recognition,38,BC,blocked,2,correct,1450
7,1b,speeded_recognition,39,AB,intermixed,4,correct,1406
7,1b,speeded_recognition,40,foil,blocked,N/A,correct,1106
7,1b,speeded_recognition,41,AC,intermixed,5,correct,1182
7,1b,speeded_recognition,42,AC,blocked,3,correct,1035
7,1b,speeded_recognition,43,BC,intermixed,5,correct,1542
7,1b,speeded_recognition,44,BC,blocked,2,correct,1192
7,1b,speeded_recognition,45,AB,intermixed,5,correct,878
7,1b,speeded_recognition,46,foil,intermixed,N/A,correct,1310
7,1b,speeded_recognition,47,AC,blocked,3,correct,909
7,1b,speeded_recognition,48,foil,blocked,N/A,correct,1165
7,1b,explicit_inference,1,AC,intermixed,4,correct,8020
7,1b,explicit_inference,2,AC,intermixed,6,correct,5737
7,1b,explicit_inference,3,AC,blocked,1,correct,2744
7,1b,explicit_inference,4,AC,intermixed,5,correct,2667
7,1b,explicit_inference,5,AC,blocked,3,correct,2543
7,1b,explicit_inference,6,AC,blocked,2,correct,2340
7,1b,explicit_inference,7,AC,blocked,1,correct,2378
7,1b,explicit_inference,8,AC,blocked,3,correct,1689
7,1b,explicit_inference,9,AC,blocked,2,correct,1758
7,1b,explicit_inference,10,AC,intermixed,6,correct,1909
7,1b,explicit_inference,11,AC,intermixed,4,correct,2299
7,1b,explicit_inference,12,AC,intermixed,5,correct,1986
8,1b,speeded_recognition,1,BC,intermixed,4,correct,1849
8,1b,speeded_recognition,2,foil,intermixed,N/A,N/A,N/A
8,1b,speeded_recognition,3,BC,blocked,3,correct,1609
8,1b,speeded_recognition,4,AB,intermixed,6,correct,1415
8,1b,speeded_recognition,5,foil,blocked,N/A,correct,1400
8,1b,speeded_recognition,6,BC,intermixed,5,incorrect,3167
8,1b,speeded_recognition,7,AC,blocked,3,correct,1647
8,1b,speeded_recognition,8,AC,intermixed,4,correct,2273
8,1b,speeded_recognition,9,foil,intermixed,N/A,correct,1706
8,1b,speeded_recognition,10,BC,blocked,2,correct,1646
8,1b,speeded_recognition,11,AB,intermixed,4,correct,2134
8,1b,speeded_recognition,12,AC,blocked,1,incorrect,2706
8,1b,speeded_recognition,13,AC,intermixed,6,incorrect,2304
8,1b,speeded_recognition,14,BC,blocked,2,correct,1383
8,1b,speeded_recognition,15,AB,intermixed,5,incorrect,2792
8,1b,speeded_recognition,16,AB,blocked,2,correct,1246
8,1b,speeded_recognition,17,foil,intermixed,N/A,correct,1583
8,1b,speeded_recognition,18,AC,intermixed,5,correct,2470
8,1b,speeded_recognition,19,AB,blocked,1,correct,1344
8,1b,speeded_recognition,20,BC,intermixed,4,correct,2594
8,1b,speeded_recognition,21,foil,blocked,N/A,correct,2784
8,1b,speeded_recognition,22,BC,blocked,1,correct,1615
8,1b,speeded_recognition,23,foil,blocked,N/A,correct,1519
8,1b,speeded_recognition,24,AC,blocked,1,correct,2158
8,1b,speeded_recognition,25,foil,intermixed,N/A,correct,1615
8,1b,speeded_recognition,26,AC,blocked,3,incorrect,2710
8,1b,speeded_recognition,27,AB,intermixed,6,correct,2735
8,1b,speeded_recognition,28,foil,blocked,N/A,correct,1695
8,1b,speeded_recognition,29,BC,intermixed,6,correct,1360
8,1b,speeded_recognition,30,AB,blocked,3,correct,2576
8,1b,speeded_recognition,31,AC,intermixed,5,incorrect,1514
