subject,experiment,task_type,trial_number,target_pair_type,target_pair_condition,target_triad_index,response_correct,response_time
6,1a,speeded_recognition,10,AC,intermixed,6,correct,1091
6,1a,speeded_recognition,11,AB,blocked,2,correct,838
6,1a,speeded_recognition,12,AB,intermixed,4,correct,907
6,1a,speeded_recognition,13,foil,blocked,N/A,correct,1053
6,1a,speeded_recognition,14,AC,blocked,1,correct,1276
6,1a,speeded_recognition,15,AB,intermixed,5,correct,879
6,1a,speeded_recognition,16,foil,intermixed,N/A,correct,912
6,1a,speeded_recognition,17,AC,blocked,2,correct,1136
6,1a,speeded_recognition,18,foil,intermixed,N/A,correct,1069
6,1a,speeded_recognition,19,BC,intermixed,6,correct,863
6,1a,speeded_recognition,20,BC,blocked,3,incorrect,939
6,1a,speeded_recognition,21,BC,intermixed,4,correct,854
6,1a,speeded_recognition,22,AB,blocked,1,correct,949
6,1a,speeded_recognition,23,AB,intermixed,6,correct,933
6,1a,speeded_recognition,24,AC,blocked,2,correct,764
6,1a,speeded_recognition,25,foil,blocked,N/A,correct,1178
6,1a,speeded_recognition,26,foil,blocked,N/A,correct,765
6,1a,speeded_recognition,27,foil,blocked,N/A,correct,874
6,1a,speeded_recognition,28,BC,intermixed,4,correct,1074
6,1a,speeded_recognition,29,foil,blocked,N/A,correct,853
6,1a,speeded_recognition,30,BC,blocked,1,correct,1156
6,1a,speeded_recognition,31,BC,intermixed,6,correct,749
6,1a,speeded_recognition,32,AB,blocked,1,correct,814
6,1a,speeded_recognition,33,AB,intermixed,6,correct,1053
6,1a,speeded_recognition,34,AC,blocked,3,correct,907
6,1a,speeded_recognition,35,foil,intermixed,N/A,incorrect,810
6,1a,speeded_recognition,36,AC,intermixed,5,correct,953
6,1a,speeded_recognition,37,AB,blocked,3,correct,1115
6,1a,speeded_recognition,38,foil,intermixed,N/A,correct,886
6,1a,speeded_recognition,39,AC,intermixed,4,correct,1725
6,1a,speeded_recognition,40,foil,blocked,N/A,correct,800
6,1a,speeded_recognition,41,BC,intermixed,5,correct,910
6,1a,speeded_recognition,42,AC,blocked,3,correct,827
6,1a,speeded_recognition,43,AC,intermixed,4,incorrect,1237
6,1a,speeded_recognition,44,BC,blocked,3,incorrect,801
6,1a,speeded_recognition,45,BC,intermixed,5,incorrect,748
6,1a,speeded_recognition,46,BC,blocked,2,correct,902
6,1a,speeded_recognition,47,foil,intermixed,N/A,correct,757
6,1a,speeded_recognition,48,AB,blocked,3,correct,850
6,1a,explicit_inference,1,AC,intermixed,6,correct,1860
6,1a,explicit_inference,2,AC,blocked,3,correct,2786
6,1a,explicit_inference,3,AC,intermixed,4,correct,2799
6,1a,explicit_inference,4,AC,blocked,2,correct,1494
6,1a,explicit_inference,5,AC,blocked,1,correct,1413
6,1a,explicit_inference,6,AC,intermixed,5,incorrect,2489
6,1a,explicit_inference,7,AC,blocked,1,correct,1051
6,1a,explicit_inference,8,AC,intermixed,6,correct,1806
6,1a,explicit_inference,9,AC,intermixed,5,correct,2455
6,1a,explicit_inference,10,AC,blocked,3,incorrect,3112
6,1a,explicit_inference,11,AC,blocked,2,correct,1658
6,1a,explicit_inference,12,AC,intermixed,4,correct,1305
7,1a,speeded_recognition,1,BC,intermixed,6,correct,1252
7,1a,speeded_recognition,2,BC,blocked,3,correct,1127
7,1a,speeded_recognition,3,BC,intermixed,5,correct,1332
7,1a,speeded_recognition,4,AB,blocked,2,correct,1739
7,1a,speeded_recognition,5,AC,intermixed,5,incorrect,1251
7,1a,speeded_recognition,6,foil,intermixed,N/A,correct,1113
7,1a,speeded_recognition,7,AC,blocked,1,correct,1557
7,1a,speeded_recognition,8,foil,blocked,N/A,correct,1362
7,1a,speeded_recognition,9,AB,intermixed,5,correct,812
7,1a,speeded_recognition,10,AC,blocked,3,correct,1361
7,1a,speeded_recognition,11,AC,intermixed,6,incorrect,941
7,1a,speeded_recognition,12,AC,blocked,2,correct,1204
7,1a,speeded_recognition,13,BC,intermixed,4,correct,1041
7,1a,speeded_recognition,14,foil,blocked,N/A,correct,1147
7,1a,speeded_recognition,15,AC,blocked,2,correct,1330
7,1a,speeded_recognition,16,foil,blocked,N/A,correct,1134
7,1a,speeded_recognition,17,AC,intermixed,4,correct,1557
7,1a,speeded_recognition,18,foil,intermixed,N/A,correct,1381
7,1a,speeded_recognition,19,BC,blocked,1,correct,913
7,1a,speeded_recognition,20,BC,intermixed,6,correct,973
7,1a,speeded_recognition,21,foil,intermixed,N/A,correct,1215
7,1a,speeded_recognition,22,AC,blocked,1,correct,1289
7,1a,speeded_recognition,23,AB,intermixed,4,correct,787
7,1a,speeded_recognition,24,AB,blocked,1,correct,859
7,1a,speeded_recognition,25,foil,intermixed,N/A,correct,1683
7,1a,speeded_recognition,26,AC,blocked,3,correct,1391
7,1a,speeded_recognition,27,AC,intermixed,6,incorrect,1095
7,1a,speeded_recognition,28,foil,blocked,N/A,correct,1261
7,1a,speeded_recognition,29,AB,intermixed,6,correct,932
7,1a,speeded_recognition,30,AB,blocked,3,correct,847
7,1a,speeded_recognition,31,foil,blocked,N/A,correct,1760
7,1a,speeded_recognition,32,AB,intermixed,4,correct,724
7,1a,speeded_recognition,33,BC,blocked,2,correct,1155
7,1a,speeded_recognition,34,foil,intermixed,N/A,correct,1728
7,1a,speeded_recognition,35,BC,intermixed,4,correct,850
7,1a,speeded_recognition,36,AB,blocked,3,correct,923
7,1a,speeded_recognition,37,AC,intermixed,4,correct,1282
7,1a,speeded_recognition,38,AB,blocked,1,correct,751
7,1a,speeded_recognition,39,AB,intermixed,6,correct,1221
7,1a,speeded_recognition,40,AB,blocked,2,correct,1279
7,1a,speeded_recognition,41,AB,intermixed,5,correct,1277
7,1a,speeded_recognition,42,BC,blocked,2,correct,1163
