subject,experiment,included_in_subsample_analysis,task_type,trial_number,pair_type,condition,triad_index,response_correct,response_time
10,2,yes,feature_memory,8,N/A,intermixed,3,correct,997
10,2,yes,feature_memory,9,N/A,blocked,6,correct,1287
10,2,yes,feature_memory,10,N/A,blocked,4,correct,968
10,2,yes,feature_memory,11,N/A,blocked,6,correct,1175
10,2,yes,feature_memory,12,N/A,blocked,5,correct,795
10,2,yes,feature_generalization,1,N/A,blocked,6,correct,3719
10,2,yes,feature_generalization,2,N/A,blocked,5,incorrect,3459
10,2,yes,feature_generalization,3,N/A,intermixed,1,N/A,N/A
10,2,yes,feature_generalization,4,N/A,blocked,4,incorrect,2458
10,2,yes,feature_generalization,5,N/A,blocked,6,correct,2611
10,2,yes,feature_generalization,6,N/A,intermixed,3,incorrect,2209
10,2,yes,feature_generalization,7,N/A,intermixed,2,correct,2649
10,2,yes,feature_generalization,8,N/A,blocked,5,incorrect,2000
10,2,yes,feature_generalization,9,N/A,intermixed,1,correct,2426
10,2,yes,feature_generalization,10,N/A,intermixed,2,incorrect,3294
10,2,yes,feature_generalization,11,N/A,intermixed,3,correct,3263
10,2,yes,feature_generalization,12,N/A,blocked,4,correct,3451
10,2,yes,explicit_direct,1,BC,blocked,5,correct,1717
10,2,yes,explicit_direct,2,AB,intermixed,2,correct,1761
10,2,yes,explicit_direct,3,BC,blocked,6,correct,1363
10,2,yes,explicit_direct,4,AB,blocked,5,correct,3505
10,2,yes,explicit_direct,5,AB,blocked,4,correct,3504
10,2,yes,explicit_direct,6,BC,intermixed,2,correct,3138
10,2,yes,explicit_direct,7,AB,intermixed,3,correct,1806
10,2,yes,explicit_direct,8,AB,intermixed,1,correct,3315
10,2,yes,explicit_direct,9,BC,intermixed,3,correct,2713
10,2,yes,explicit_direct,10,AB,blocked,6,correct,2091
10,2,yes,explicit_direct,11,BC,intermixed,2,correct,1480
10,2,yes,explicit_direct,12,AB,blocked,5,correct,3271
10,2,yes,explicit_direct,13,AB,intermixed,3,correct,4153
10,2,yes,explicit_direct,14,BC,blocked,4,correct,2859
10,2,yes,explicit_direct,15,BC,blocked,6,correct,3319
10,2,yes,explicit_direct,16,BC,intermixed,1,correct,2349
10,2,yes,explicit_direct,17,AB,blocked,4,correct,1657
10,2,yes,explicit_direct,18,AB,intermixed,2,correct,2621
10,2,yes,explicit_direct,19,BC,intermixed,1,correct,1812
10,2,yes,explicit_direct,20,BC,blocked,4,correct,5372
10,2,yes,explicit_direct,21,BC,blocked,5,correct,1327
10,2,yes,explicit_direct,22,BC,intermixed,3,correct,1509
10,2,yes,explicit_direct,23,AB,blocked,6,correct,3108
10,2,yes,explicit_direct,24,AB,intermixed,1,correct,2029
11,2,,feature_memory,1,N/A,intermixed,2,correct,2711
11,2,,feature_memory,2,N/A,intermixed,3,correct,1841
11,2,,feature_memory,3,N/A,blocked,5,correct,1492
11,2,,feature_memory,4,N/A,intermixed,3,correct,2719
11,2,,feature_memory,5,N/A,blocked,6,correct,1287
11,2,,feature_memory,6,N/A,blocked,4,correct,1431
11,2,,feature_memory,7,N/A,intermixed,1,correct,1383
11,2,,feature_memory,8,N/A,blocked,4,correct,1379
11,2,,feature_memory,9,N/A,blocked,6,correct,1737
11,2,,feature_memory,10,N/A,intermixed,1,correct,1697
11,2,,feature_memory,11,N/A,blocked,5,correct,1851
11,2,,feature_memory,12,N/A,intermixed,2,correct,1678
11,2,,feature_generalization,1,N/A,blocked,6,N/A,N/A
11,2,,feature_generalization,2,N/A,blocked,5,incorrect,1870
11,2,,feature_generalization,3,N/A,blocked,4,correct,1453
11,2,,feature_generalization,4,N/A,intermixed,2,incorrect,1822
11,2,,feature_generalization,5,N/A,intermixed,1,correct,1708
11,2,,feature_generalization,6,N/A,intermixed,3,correct,1644
11,2,,feature_generalization,7,N/A,blocked,5,incorrect,1883
11,2,,feature_generalization,8,N/A,intermixed,3,correct,3350
11,2,,feature_generalization,9,N/A,blocked,6,correct,2914
11,2,,feature_generalization,10,N/A,intermixed,1,correct,3597
11,2,,feature_generalization,11,N/A,blocked,4,correct,1689
11,2,,feature_generalization,12,N/A,intermixed,2,correct,2898
11,2,,explicit_direct,1,BC,blocked,5,incorrect,3636
11,2,,explicit_direct,2,BC,blocked,6,N/A,N/A
11,2,,explicit_direct,3,AB,blocked,4,correct,1991
11,2,,explicit_direct,4,BC,intermixed,3,correct,3034
11,2,,explicit_direct,5,BC,blocked,6,correct,2060
11,2,,explicit_direct,6,AB,intermixed,1,correct,1909
11,2,,explicit_direct,7,AB,blocked,5,correct,2001
11,2,,explicit_direct,8,AB,intermixed,2,correct,1881
11,2,,explicit_direct,9,AB,intermixed,3,correct,2315
11,2,,explicit_direct,10,AB,blocked,4,correct,2210
11,2,,explicit_direct,11,BC,intermixed,2,correct,2436
11,2,,explicit_direct,12,AB,blocked,5,correct,1465
11,2,,explicit_direct,13,BC,intermixed,1,correct,3476
11,2,,explicit_direct,14,BC,blocked,4,correct,1689
11,2,,explicit_direct,15,AB,intermixed,3,correct,2800
11,2,,explicit_direct,16,AB,blocked,6,correct,5372
11,2,,explicit_direct,17,BC,blocked,4,correct,1555
11,2,,explicit_direct,18,AB,intermixed,2,correct,2013
11,2,,explicit_direct,19,BC,intermixed,1,correct,3114
11,2,,explicit_direct,20,BC,blocked,5,correct,3945
11,2,,explicit_direct,21,BC,intermixed,2,correct,4346
11,2,,explicit_direct,22,AB,intermixed,1,correct,3920
11,2,,explicit_direct,23,AB,blocked,6,correct,3769
11,2,,explicit_direct,24,BC,intermixed,3,correct,1983
12,2,,feature_memory,1,N/A,blocked,4,correct,1871
12,2,,feature_memory,2,N/A,blocked,5,correct,2015
12,2,,feature_memory,3,N/A,intermixed,3,correct,1935
12,2,,feature_memory,4,N/A,intermixed,1,incorrect,2447
12,2,,feature_memory,5,N/A,blocked,6,correct,1662
12,2,,feature_memory,6,N/A,blocked,4,correct,2000
12,2,,feature_memory,7,N/A,blocked,6,correct,1871
12,2,,feature_memory,8,N/A,intermixed,1,correct,2143
12,2,,feature_memory,9,N/A,intermixed,2,correct,1990
12,2,,feature_memory,10,N/A,blocked,5,correct,2333
12,2,,feature_memory,11,N/A,intermixed,3,correct,1535
12,2,,feature_memory,12,N/A,intermixed,2,correct,2151
12,2,,feature_generalization,1,N/A,blocked,4,incorrect,3430
12,2,,feature_generalization,2,N/A,blocked,6,correct,3543
12,2,,feature_generalization,3,N/A,intermixed,2,incorrect,3079
12,2,,feature_generalization,4,N/A,blocked,4,incorrect,1759
12,2,,feature_generalization,5,N/A,intermixed,2,incorrect,2167
12,2,,feature_generalization,6,N/A,blocked,6,correct,2239
12,2,,feature_generalization,7,N/A,blocked,5,correct,2295
12,2,,feature_generalization,8,N/A,intermixed,3,incorrect,2696
12,2,,feature_generalization,9,N/A,intermixed,1,correct,1992
12,2,,feature_generalization,10,N/A,intermixed,3,correct,2782
12,2,,feature_generalization,11,N/A,blocked,5,correct,1623
12,2,,feature_generalization,12,N/A,intermixed,1,correct,1359
12,2,,explicit_direct,1,AB,intermixed,1,incorrect,3933
12,2,,explicit_direct,2,BC,blocked,6,incorrect,3784
12,2,,explicit_direct,3,BC,intermixed,1,correct,3580
12,2,,explicit_direct,4,AB,blocked,4,incorrect,2959
12,2,,explicit_direct,5,AB,intermixed,2,correct,2527
12,2,,explicit_direct,6,AB,blocked,4,correct,3616
12,2,,explicit_direct,7,AB,blocked,6,correct,2207
12,2,,explicit_direct,8,BC,blocked,5,correct,4008
12,2,,explicit_direct,9,AB,intermixed,3,correct,2872
12,2,,explicit_direct,10,BC,blocked,6,incorrect,4199
12,2,,explicit_direct,11,AB,blocked,5,correct,2215
12,2,,explicit_direct,12,BC,blocked,4,correct,1823
12,2,,explicit_direct,13,BC,intermixed,3,incorrect,2231
12,2,,explicit_direct,14,BC,intermixed,1,correct,3230
12,2,,explicit_direct,15,BC,blocked,4,correct,3409
12,2,,explicit_direct,16,BC,intermixed,2,incorrect,3878
12,2,,explicit_direct,17,BC,blocked,5,incorrect,4247
12,2,,explicit_direct,18,AB,intermixed,2,correct,1774
12,2,,explicit_direct,19,AB,intermixed,3,correct,1534
12,2,,explicit_direct,20,AB,intermixed,1,incorrect,2878
12,2,,explicit_direct,21,AB,blocked,6,incorrect,2606
12,2,,explicit_direct,22,BC,intermixed,3,correct,1950
12,2,,explicit_direct,23,BC,intermixed,2,correct,3543
12,2,,explicit_direct,24,AB,blocked,5,incorrect,2198
13,2,yes,feature_memory,1,N/A,blocked,4,correct,1667
13,2,yes,feature_memory,2,N/A,blocked,5,correct,1669
13,2,yes,feature_memory,3,N/A,blocked,4,correct,1804
13,2,yes,feature_memory,4,N/A,intermixed,2,correct,1301
13,2,yes,feature_memory,5,N/A,intermixed,3,correct,1660
13,2,yes,feature_memory,6,N/A,intermixed,2,incorrect,1782
13,2,yes,feature_memory,7,N/A,intermixed,3,correct,1276
13,2,yes,feature_memory,8,N/A,blocked,5,correct,1151
13,2,yes,feature_memory,9,N/A,intermixed,1,correct,2351
13,2,yes,feature_memory,10,N/A,blocked,6,correct,1884
13,2,yes,feature_memory,11,N/A,intermixed,1,correct,2158
13,2,yes,feature_memory,12,N/A,blocked,6,correct,997
13,2,yes,feature_generalization,1,N/A,intermixed,3,incorrect,2788
13,2,yes,feature_generalization,2,N/A,intermixed,1,incorrect,2302
13,2,yes,feature_generalization,3,N/A,blocked,4,incorrect,2460
13,2,yes,feature_generalization,4,N/A,blocked,6,incorrect,2339
13,2,yes,feature_generalization,5,N/A,blocked,5,incorrect,1373
13,2,yes,feature_generalization,6,N/A,intermixed,1,incorrect,1987
13,2,yes,feature_generalization,7,N/A,blocked,5,incorrect,1762
13,2,yes,feature_generalization,8,N/A,intermixed,2,incorrect,1944
13,2,yes,feature_generalization,9,N/A,intermixed,3,incorrect,2293
13,2,yes,feature_generalization,10,N/A,blocked,6,incorrect,1387
13,2,yes,feature_generalization,11,N/A,blocked,4,incorrect,2052
13,2,yes,feature_generalization,12,N/A,intermixed,2,incorrect,1870
13,2,yes,explicit_direct,1,AB,blocked,5,correct,2562
13,2,yes,explicit_direct,2,BC,blocked,6,correct,2140
13,2,yes,explicit_direct,3,AB,intermixed,1,correct,1808
13,2,yes,explicit_direct,4,AB,blocked,4,correct,1282
13,2,yes,explicit_direct,5,BC,intermixed,2,correct,2186
13,2,yes,explicit_direct,6,BC,intermixed,1,correct,1878
13,2,yes,explicit_direct,7,AB,blocked,5,correct,1783
13,2,yes,explicit_direct,8,AB,intermixed,3,correct,1799
13,2,yes,explicit_direct,9,AB,intermixed,2,correct,1616
13,2,yes,explicit_direct,10,AB,blocked,6,correct,1659
13,2,yes,explicit_direct,11,AB,intermixed,2,correct,1535
13,2,yes,explicit_direct,12,AB,blocked,4,correct,1667
13,2,yes,explicit_direct,13,BC,blocked,5,correct,2812
13,2,yes,explicit_direct,14,AB,intermixed,3,correct,1524
13,2,yes,explicit_direct,15,BC,intermixed,2,correct,2045
13,2,yes,explicit_direct,16,BC,intermixed,3,correct,1529
13,2,yes,explicit_direct,17,AB,blocked,6,correct,1133
13,2,yes,explicit_direct,18,BC,blocked,4,correct,2006
13,2,yes,explicit_direct,19,BC,blocked,5,correct,1965
13,2,yes,explicit_direct,20,BC,intermixed,3,correct,1306
13,2,yes,explicit_direct,21,AB,intermixed,1,correct,1963
13,2,yes,explicit_direct,22,BC,blocked,4,correct,2198
13,2,yes,explicit_direct,23,BC,intermixed,1,correct,1852
13,2,yes,explicit_direct,24,BC,blocked,6,correct,3480
14,2,yes,feature_memory,1,N/A,blocked,5,correct,2416
14,2,yes,feature_memory,2,N/A,blocked,6,correct,1938
14,2,yes,feature_memory,3,N/A,intermixed,3,correct,1972
14,2,yes,feature_memory,4,N/A,intermixed,2,correct,2018
14,2,yes,feature_memory,5,N/A,intermixed,1,correct,2165
14,2,yes,feature_memory,6,N/A,intermixed,2,correct,2242
14,2,yes,feature_memory,7,N/A,blocked,4,correct,2036
14,2,yes,feature_memory,8,N/A,blocked,6,correct,1768
14,2,yes,feature_memory,9,N/A,blocked,4,correct,1888
14,2,yes,feature_memory,10,N/A,intermixed,1,correct,1685
14,2,yes,feature_memory,11,N/A,intermixed,3,correct,2095
14,2,yes,feature_memory,12,N/A,blocked,5,correct,1414
14,2,yes,feature_generalization,1,N/A,blocked,5,N/A,N/A
14,2,yes,feature_generalization,2,N/A,blocked,4,N/A,N/A
14,2,yes,feature_generalization,3,N/A,intermixed,1,incorrect,2362
14,2,yes,feature_generalization,4,N/A,intermixed,3,correct,2096
14,2,yes,feature_generalization,5,N/A,blocked,4,correct,2282
14,2,yes,feature_generalization,6,N/A,blocked,6,correct,2247
14,2,yes,feature_generalization,7,N/A,blocked,5,incorrect,1942
14,2,yes,feature_generalization,8,N/A,intermixed,2,correct,2345
14,2,yes,feature_generalization,9,N/A,intermixed,3,incorrect,2066
14,2,yes,feature_generalization,10,N/A,intermixed,1,incorrect,2178
14,2,yes,feature_generalization,11,N/A,intermixed,2,correct,2005
14,2,yes,feature_generalization,12,N/A,blocked,6,incorrect,1806
14,2,yes,explicit_direct,1,AB,blocked,5,incorrect,3149
14,2,yes,explicit_direct,2,AB,intermixed,2,correct,2092
14,2,yes,explicit_direct,3,BC,intermixed,1,correct,2885
14,2,yes,explicit_direct,4,BC,intermixed,3,correct,2021
14,2,yes,explicit_direct,5,BC,blocked,6,correct,1776
14,2,yes,explicit_direct,6,AB,blocked,4,correct,1729
14,2,yes,explicit_direct,7,AB,intermixed,3,correct,3807
14,2,yes,explicit_direct,8,BC,blocked,4,correct,1921
14,2,yes,explicit_direct,9,AB,blocked,5,incorrect,2034
14,2,yes,explicit_direct,10,BC,intermixed,1,correct,2025
14,2,yes,explicit_direct,11,BC,intermixed,2,correct,2086
14,2,yes,explicit_direct,12,AB,blocked,4,correct,1681
14,2,yes,explicit_direct,13,BC,blocked,6,correct,1800
14,2,yes,explicit_direct,14,AB,intermixed,1,correct,1755
14,2,yes,explicit_direct,15,BC,intermixed,3,incorrect,1658
14,2,yes,explicit_direct,16,AB,blocked,6,correct,3307
14,2,yes,explicit_direct,17,AB,intermixed,3,correct,3121
14,2,yes,explicit_direct,18,AB,intermixed,2,correct,1721
14,2,yes,explicit_direct,19,BC,blocked,4,correct,2708
14,2,yes,explicit_direct,20,BC,blocked,5,correct,1672
14,2,yes,explicit_direct,21,AB,intermixed,1,correct,1854
14,2,yes,explicit_direct,22,BC,blocked,5,correct,1756
14,2,yes,explicit_direct,23,AB,blocked,6,correct,1924
14,2,yes,explicit_direct,24,BC,intermixed,2,correct,3099
15,2,yes,feature_memory,1,N/A,blocked,6,correct,1269
15,2,yes,feature_memory,2,N/A,intermixed,1,correct,1033
15,2,yes,feature_memory,3,N/A,blocked,5,correct,1157
15,2,yes,feature_memory,4,N/A,blocked,4,correct,1099
15,2,yes,feature_memory,5,N/A,blocked,5,correct,1167
15,2,yes,feature_memory,6,N/A,blocked,4,correct,1260
15,2,yes,feature_memory,7,N/A,intermixed,2,correct,1466
15,2,yes,feature_memory,8,N/A,intermixed,3,correct,1020
15,2,yes,feature_memory,9,N/A,intermixed,1,correct,922
15,2,yes,feature_memory,10,N/A,blocked,6,correct,1012
15,2,yes,feature_memory,11,N/A,intermixed,3,correct,978
15,2,yes,feature_memory,12,N/A,intermixed,2,correct,948
15,2,yes,feature_generalization,1,N/A,blocked,5,correct,1804
15,2,yes,feature_generalization,2,N/A,blocked,4,correct,1409
15,2,yes,feature_generalization,3,N/A,blocked,5,incorrect,2565
15,2,yes,feature_generalization,4,N/A,blocked,6,correct,2102
15,2,yes,feature_generalization,5,N/A,intermixed,2,incorrect,2236
15,2,yes,feature_generalization,6,N/A,blocked,4,correct,1591
15,2,yes,feature_generalization,7,N/A,blocked,6,incorrect,1839
15,2,yes,feature_generalization,8,N/A,intermixed,2,incorrect,2020
15,2,yes,feature_generalization,9,N/A,intermixed,1,correct,2213
15,2,yes,feature_generalization,10,N/A,intermixed,3,correct,1629
15,2,yes,feature_generalization,11,N/A,intermixed,1,correct,1696
15,2,yes,feature_generalization,12,N/A,intermixed,3,correct,1468
15,2,yes,explicit_direct,1,BC,intermixed,3,correct,2318
15,2,yes,explicit_direct,2,AB,blocked,5,correct,3630
15,2,yes,explicit_direct,3,AB,intermixed,3,incorrect,2766
15,2,yes,explicit_direct,4,AB,blocked,4,correct,1673
15,2,yes,explicit_direct,5,BC,intermixed,2,correct,1861
15,2,yes,explicit_direct,6,AB,blocked,5,incorrect,2349
15,2,yes,explicit_direct,7,AB,intermixed,2,correct,4657
15,2,yes,explicit_direct,8,BC,blocked,5,correct,1716
15,2,yes,explicit_direct,9,AB,intermixed,1,correct,1343
15,2,yes,explicit_direct,10,BC,blocked,4,correct,2326
15,2,yes,explicit_direct,11,BC,blocked,6,correct,2174
15,2,yes,explicit_direct,12,BC,intermixed,1,correct,3032
15,2,yes,explicit_direct,13,AB,intermixed,2,incorrect,1629
15,2,yes,explicit_direct,14,AB,blocked,4,correct,1301
15,2,yes,explicit_direct,15,BC,blocked,5,correct,1650
15,2,yes,explicit_direct,16,AB,intermixed,1,correct,1349
15,2,yes,explicit_direct,17,BC,intermixed,2,correct,1374
15,2,yes,explicit_direct,18,BC,blocked,6,incorrect,1680
15,2,yes,explicit_direct,19,AB,intermixed,3,correct,2309
15,2,yes,explicit_direct,20,BC,blocked,4,correct,1997
15,2,yes,explicit_direct,21,AB,blocked,6,incorrect,1878
15,2,yes,explicit_direct,22,BC,intermixed,3,correct,1393
15,2,yes,explicit_direct,23,BC,intermixed,1,correct,2034
15,2,yes,explicit_direct,24,AB,blocked,6,correct,3311
16,2,yes,feature_memory,1,N/A,intermixed,2,correct,2586
16,2,yes,feature_memory,2,N/A,blocked,5,incorrect,2305
16,2,yes,feature_memory,3,N/A,blocked,6,correct,2734
16,2,yes,feature_memory,4,N/A,intermixed,1,correct,1586
16,2,yes,feature_memory,5,N/A,blocked,6,correct,2587
16,2,yes,feature_memory,6,N/A,intermixed,3,correct,2653
16,2,yes,feature_memory,7,N/A,intermixed,2,correct,1879
16,2,yes,feature_memory,8,N/A,blocked,5,incorrect,1777
16,2,yes,feature_memory,9,N/A,blocked,4,correct,2441
16,2,yes,feature_memory,10,N/A,intermixed,3,incorrect,2248
16,2,yes,feature_memory,11,N/A,blocked,4,correct,2666
16,2,yes,feature_memory,12,N/A,intermixed,1,correct,1405
16,2,yes,feature_generalization,1,N/A,intermixed,3,correct,2103
16,2,yes,feature_generalization,2,N/A,blocked,5,correct,1968
16,2,yes,feature_generalization,3,N/A,blocked,6,incorrect,1967
16,2,yes,feature_generalization,4,N/A,intermixed,2,correct,1855
16,2,yes,feature_generalization,5,N/A,intermixed,1,correct,2193
16,2,yes,feature_generalization,6,N/A,intermixed,2,correct,3128
16,2,yes,feature_generalization,7,N/A,blocked,6,incorrect,1597
16,2,yes,feature_generalization,8,N/A,blocked,5,incorrect,2913
16,2,yes,feature_generalization,9,N/A,intermixed,3,correct,1945
16,2,yes,feature_generalization,10,N/A,blocked,4,correct,2498
16,2,yes,feature_generalization,11,N/A,intermixed,1,correct,2149
16,2,yes,feature_generalization,12,N/A,blocked,4,correct,1608
16,2,yes,explicit_direct,1,BC,intermixed,3,correct,3800
16,2,yes,explicit_direct,2,BC,blocked,6,correct,2181
16,2,yes,explicit_direct,3,BC,intermixed,1,incorrect,2564
16,2,yes,explicit_direct,4,AB,blocked,4,correct,2013
16,2,yes,explicit_direct,5,AB,intermixed,2,correct,2845
16,2,yes,explicit_direct,6,BC,blocked,4,correct,1676
16,2,yes,explicit_direct,7,AB,intermixed,2,incorrect,3677
16,2,yes,explicit_direct,8,BC,intermixed,1,correct,2866
16,2,yes,explicit_direct,9,AB,blocked,6,incorrect,2012
16,2,yes,explicit_direct,10,AB,blocked,5,incorrect,1360
16,2,yes,explicit_direct,11,BC,intermixed,2,incorrect,1495
16,2,yes,explicit_direct,12,AB,intermixed,1,correct,2587
16,2,yes,explicit_direct,13,AB,blocked,6,correct,1406
16,2,yes,explicit_direct,14,AB,intermixed,3,incorrect,1609
16,2,yes,explicit_direct,15,BC,blocked,5,incorrect,2170
16,2,yes,explicit_direct,16,AB,intermixed,3,correct,1933
16,2,yes,explicit_direct,17,BC,blocked,6,correct,2125
16,2,yes,explicit_direct,18,BC,blocked,4,incorrect,1597
16,2,yes,explicit_direct,19,BC,blocked,5,correct,2676
16,2,yes,explicit_direct,20,AB,blocked,4,incorrect,1868
16,2,yes,explicit_direct,21,AB,intermixed,1,incorrect,1541
16,2,yes,explicit_direct,22,BC,intermixed,3,correct,2250
16,2,yes,explicit_direct,23,BC,intermixed,2,correct,1259
16,2,yes,explicit_direct,24,AB,blocked,5,correct,2879
17,2,yes,feature_memory,1,N/A,intermixed,2,correct,1873
17,2,yes,feature_memory,2,N/A,blocked,6,correct,1160
17,2,yes,feature_memory,3,N/A,intermixed,1,correct,1095
17,2,yes,feature_memory,4,N/A,blocked,5,incorrect,1986
17,2,yes,feature_memory,5,N/A,intermixed,1,incorrect,1578
17,2,yes,feature_memory,6,N/A,blocked,6,correct,1278
17,2,yes,feature_memory,7,N/A,blocked,4,correct,1101
17,2,yes,feature_memory,8,N/A,intermixed,3,correct,1055
17,2,yes,feature_memory,9,N/A,blocked,4,correct,2596
17,2,yes,feature_memory,10,N/A,intermixed,2,correct,1159
17,2,yes,feature_memory,11,N/A,blocked,5,correct,1167
17,2,yes,feature_memory,12,N/A,intermixed,3,incorrect,818
17,2,yes,feature_generalization,1,N/A,blocked,6,incorrect,1857
17,2,yes,feature_generalization,2,N/A,intermixed,3,incorrect,1373
17,2,yes,feature_generalization,3,N/A,intermixed,1,incorrect,1277
17,2,yes,feature_generalization,4,N/A,intermixed,2,correct,2391
17,2,yes,feature_generalization,5,N/A,blocked,4,incorrect,1812
17,2,yes,feature_generalization,6,N/A,intermixed,2,incorrect,1747
17,2,yes,feature_generalization,7,N/A,blocked,5,incorrect,1159
17,2,yes,feature_generalization,8,N/A,blocked,4,incorrect,1502
17,2,yes,feature_generalization,9,N/A,blocked,6,incorrect,1136
17,2,yes,feature_generalization,10,N/A,intermixed,1,correct,1350
17,2,yes,feature_generalization,11,N/A,intermixed,3,incorrect,2272
17,2,yes,feature_generalization,12,N/A,blocked,5,correct,1121
17,2,yes,explicit_direct,1,BC,blocked,5,correct,1848
17,2,yes,explicit_direct,2,AB,blocked,6,correct,3028
17,2,yes,explicit_direct,3,AB,intermixed,3,correct,1318
17,2,yes,explicit_direct,4,AB,blocked,4,correct,1397
17,2,yes,explicit_direct,5,BC,intermixed,1,correct,1484
17,2,yes,explicit_direct,6,BC,intermixed,2,incorrect,1206
17,2,yes,explicit_direct,7,BC,blocked,6,incorrect,2152
17,2,yes,explicit_direct,8,AB,intermixed,2,correct,1113
17,2,yes,explicit_direct,9,AB,intermixed,3,incorrect,1033
17,2,yes,explicit_direct,10,AB,intermixed,1,correct,1207
17,2,yes,explicit_direct,11,BC,blocked,6,correct,1976
17,2,yes,explicit_direct,12,BC,intermixed,2,correct,1135
17,2,yes,explicit_direct,13,BC,intermixed,3,correct,2729
17,2,yes,explicit_direct,14,AB,blocked,4,correct,1221
17,2,yes,explicit_direct,15,AB,blocked,5,correct,1562
17,2,yes,explicit_direct,16,AB,intermixed,2,correct,1269
17,2,yes,explicit_direct,17,AB,intermixed,1,correct,1437
17,2,yes,explicit_direct,18,BC,blocked,5,correct,1149
17,2,yes,explicit_direct,19,BC,intermixed,1,incorrect,1023
17,2,yes,explicit_direct,20,AB,blocked,6,incorrect,1180
17,2,yes,explicit_direct,21,BC,intermixed,3,correct,1071
17,2,yes,explicit_direct,22,BC,blocked,4,incorrect,1101
17,2,yes,explicit_direct,23,AB,blocked,5,correct,1165
17,2,yes,explicit_direct,24,BC,blocked,4,correct,2634
18,2,yes,feature_memory,1,N/A,intermixed,3,correct,1382
18,2,yes,feature_memory,2,N/A,blocked,5,correct,1207
18,2,yes,feature_memory,3,N/A,intermixed,2,correct,910
18,2,yes,feature_memory,4,N/A,blocked,6,correct,887
18,2,yes,feature_memory,5,N/A,intermixed,1,correct,893
18,2,yes,feature_memory,6,N/A,blocked,4,correct,902
18,2,yes,feature_memory,7,N/A,blocked,6,correct,815
18,2,yes,feature_memory,8,N/A,intermixed,1,correct,951
18,2,yes,feature_memory,9,N/A,blocked,4,correct,1039
18,2,yes,feature_memory,10,N/A,blocked,5,correct,1142
18,2,yes,feature_memory,11,N/A,intermixed,2,incorrect,959
18,2,yes,feature_memory,12,N/A,intermixed,3,correct,1766
18,2,yes,feature_generalization,1,N/A,intermixed,1,incorrect,3518
18,2,yes,feature_generalization,2,N/A,blocked,6,correct,2134
18,2,yes,feature_generalization,3,N/A,intermixed,1,incorrect,1544
18,2,yes,feature_generalization,4,N/A,intermixed,3,incorrect,1767
18,2,yes,feature_generalization,5,N/A,blocked,5,correct,2214
18,2,yes,feature_generalization,6,N/A,blocked,4,correct,1519
18,2,yes,feature_generalization,7,N/A,intermixed,2,incorrect,1639
18,2,yes,feature_generalization,8,N/A,blocked,4,correct,903
18,2,yes,feature_generalization,9,N/A,intermixed,2,incorrect,727
18,2,yes,feature_generalization,10,N/A,blocked,6,incorrect,1119
18,2,yes,feature_generalization,11,N/A,blocked,5,incorrect,990
18,2,yes,feature_generalization,12,N/A,intermixed,3,correct,1214
18,2,yes,explicit_direct,1,BC,intermixed,1,correct,4118
18,2,yes,explicit_direct,2,BC,blocked,5,correct,2958
18,2,yes,explicit_direct,3,BC,blocked,6,correct,3310
18,2,yes,explicit_direct,4,AB,intermixed,2,correct,1422
18,2,yes,explicit_direct,5,AB,blocked,5,correct,1263
18,2,yes,explicit_direct,6,AB,intermixed,1,correct,1679
18,2,yes,explicit_direct,7,BC,intermixed,3,correct,2263
18,2,yes,explicit_direct,8,BC,intermixed,1,incorrect,2679
18,2,yes,explicit_direct,9,BC,intermixed,2,correct,2111
18,2,yes,explicit_direct,10,AB,intermixed,1,correct,1215
18,2,yes,explicit_direct,11,BC,blocked,6,correct,1535
18,2,yes,explicit_direct,12,AB,blocked,5,correct,1254
18,2,yes,explicit_direct,13,AB,intermixed,3,correct,1264
18,2,yes,explicit_direct,14,AB,blocked,6,correct,1452
18,2,yes,explicit_direct,15,AB,blocked,4,correct,3758
18,2,yes,explicit_direct,16,AB,intermixed,3,correct,1199
18,2,yes,explicit_direct,17,BC,intermixed,2,correct,1774
18,2,yes,explicit_direct,18,AB,blocked,4,correct,2991
18,2,yes,explicit_direct,19,BC,intermixed,3,correct,3590
18,2,yes,explicit_direct,20,AB,intermixed,2,correct,1479
18,2,yes,explicit_direct,21,BC,blocked,5,correct,1376
18,2,yes,explicit_direct,22,BC,blocked,4,correct,1552
18,2,yes,explicit_direct,23,AB,blocked,6,correct,1279
18,2,yes,explicit_direct,24,BC,blocked,4,correct,1199
19,2,,feature_memory,1,N/A,blocked,6,correct,1822
19,2,,feature_memory,2,N/A,intermixed,1,correct,1009
19,2,,feature_memory,3,N/A,intermixed,3,correct,901
19,2,,feature_memory,4,N/A,blocked,5,correct,1104
19,2,,feature_memory,5,N/A,intermixed,2,correct,1313
19,2,,feature_memory,6,N/A,blocked,4,correct,994
19,2,,feature_memory,7,N/A,intermixed,1,correct,900
19,2,,feature_memory,8,N/A,intermixed,3,correct,1003
19,2,,feature_memory,9,N/A,blocked,6,correct,945
19,2,,feature_memory,10,N/A,blocked,5,correct,970
19,2,,feature_memory,11,N/A,blocked,4,correct,1061
19,2,,feature_memory,12,N/A,intermixed,2,correct,964
19,2,,feature_generalization,1,N/A,intermixed,1,correct,1866
19,2,,feature_generalization,2,N/A,blocked,6,correct,2851
19,2,,feature_generalization,3,N/A,intermixed,2,incorrect,2312
